ano;mes;Distrito;Concelho;Freguesia;tipo_de_lampada;luminarias;potencia instalada total (W);CodDistrito;CodDistritoConcelho;coddistritoconcelhofreguesia
2025;3;Aveiro;Águeda;Aguada de Cima;Sódio;256.0;18810.0;01;0101;010103
2025;3;Aveiro;Águeda;Fermentelos;Outros/Não definido;57.0;;01;0101;010109
2025;3;Aveiro;Águeda;Fermentelos;Sódio;296.0;23510.0;01;0101;010109
2025;3;Aveiro;Águeda;Águeda e Borralha;Sódio;1534.0;144360.0;01;0101;010121
2025;3;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;LED;287.0;10138.0;01;0101;010123
2025;3;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Mercúrio;33.0;2730.0;01;0101;010123
2025;3;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Outros/Não definido;27.0;100.0;01;0101;010123
2025;3;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Sódio;1088.0;77470.0;01;0101;010123
2025;3;Aveiro;Águeda;Recardães e Espinhel;Iodeto Metálico;7.0;1550.0;01;0101;010124
2025;3;Aveiro;Águeda;Recardães e Espinhel;Mercúrio;38.0;2200.0;01;0101;010124
2025;3;Aveiro;Águeda;Recardães e Espinhel;Outros/Não definido;25.0;220.0;01;0101;010124
2025;3;Aveiro;Águeda;Recardães e Espinhel;Sódio;1350.0;118870.0;01;0101;010124
2025;3;Aveiro;Águeda;Travassô e Óis da Ribeira;Mercúrio;21.0;1050.0;01;0101;010125
2025;3;Aveiro;Águeda;Trofa, Segadães e Lamas do Vouga;LED;1664.0;62676.800647735596;01;0101;010126
2025;3;Aveiro;Águeda;Trofa, Segadães e Lamas do Vouga;Outros/Não definido;21.0;;01;0101;010126
2025;3;Aveiro;Águeda;Préstimo e Macieira de Alcoba;Indução;20.0;1000.0;01;0101;010127
2025;3;Aveiro;Águeda;Préstimo e Macieira de Alcoba;LED;109.0;4028.800003051758;01;0101;010127
2025;3;Aveiro;Águeda;Préstimo e Macieira de Alcoba;Outros/Não definido;41.0;;01;0101;010127
2025;3;Aveiro;Albergaria-a-Velha;Alquerubim;Fluorescente;9.0;900.0;01;0102;010202
2025;3;Aveiro;Albergaria-a-Velha;Angeja;LED;630.0;26442.100009918213;01;0102;010203
2025;3;Aveiro;Albergaria-a-Velha;Branca;LED;1644.0;70041.70003509521;01;0102;010204
2025;3;Aveiro;Albergaria-a-Velha;Branca;Outros/Não definido;56.0;285.0;01;0102;010204
2025;3;Aveiro;Albergaria-a-Velha;Ribeira de Fráguas;Mercúrio;1.0;50.0;01;0102;010206
2025;3;Aveiro;Albergaria-a-Velha;Ribeira de Fráguas;Outros/Não definido;20.0;;01;0102;010206
2025;3;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Outros/Não definido;291.0;414.20000076293945;01;0102;010209
2025;3;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Sódio;344.0;29530.0;01;0102;010209
2025;3;Aveiro;Albergaria-a-Velha;São João de Loure e Frossos;Fluorescente;10.0;500.0;01;0102;010210
2025;3;Aveiro;Albergaria-a-Velha;São João de Loure e Frossos;Sódio;63.0;4240.0;01;0102;010210
2025;3;Aveiro;Anadia;Avelãs de Cima;LED;1018.0;47017.60004425049;01;0103;010305
2025;3;Aveiro;Anadia;Sangalhos;LED;1313.0;52526.30012512207;01;0103;010309
2025;3;Aveiro;Anadia;Sangalhos;Sódio;479.0;43780.0;01;0103;010309
2025;3;Aveiro;Anadia;São Lourenço do Bairro;LED;988.0;42436.50014877319;01;0103;010310
2025;3;Aveiro;Anadia;São Lourenço do Bairro;Mercúrio;32.0;1600.0;01;0103;010310
2025;3;Aveiro;Anadia;Vila Nova de Monsarros;Sódio;4.0;200.0;01;0103;010312
2025;3;Aveiro;Anadia;Vilarinho do Bairro;Sódio;209.0;18110.0;01;0103;010313
2025;3;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;LED;785.0;26651.0;01;0103;010316
2025;3;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;Mercúrio;261.0;14210.0;01;0103;010316
2025;3;Aveiro;Anadia;Arcos e Mogofores;Sódio;318.0;34130.0;01;0103;010317
2025;3;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Mercúrio;75.0;4830.0;01;0103;010318
2025;3;Aveiro;Arouca;Chave;Mercúrio;9.0;720.0;01;0104;010407
2025;3;Aveiro;Arouca;Chave;Outros/Não definido;23.0;;01;0104;010407
2025;3;Aveiro;Arouca;Escariz;Mercúrio;22.0;1490.0;01;0104;010409
2025;3;Aveiro;Arouca;Escariz;Sódio;266.0;31210.0;01;0104;010409
2025;3;Aveiro;Arouca;Fermedo;LED;617.0;22546.100009918213;01;0104;010411
2025;3;Aveiro;Arouca;Fermedo;Mercúrio;7.0;560.0;01;0104;010411
2025;3;Aveiro;Arouca;Fermedo;Sódio;120.0;8910.0;01;0104;010411
2025;3;Aveiro;Arouca;Mansores;LED;417.0;16190.400062561035;01;0104;010413
2025;3;Aveiro;Arouca;Mansores;Outros/Não definido;19.0;;01;0104;010413
2025;3;Aveiro;Arouca;Mansores;Sódio;153.0;11370.0;01;0104;010413
2025;3;Aveiro;Arouca;Moldes;LED;627.0;36367.0;01;0104;010414
2025;3;Aveiro;Arouca;Moldes;Outros/Não definido;8.0;;01;0104;010414
2025;3;Aveiro;Arouca;Moldes;Sódio;1.0;70.0;01;0104;010414
2025;3;Aveiro;Arouca;Santa Eulália;LED;1005.0;38120.20002746582;01;0104;010416
2025;3;Aveiro;Arouca;Santa Eulália;Sódio;1.0;70.0;01;0104;010416
2025;3;Aveiro;Arouca;São Miguel do Mato;Sódio;77.0;5860.0;01;0104;010417
2025;3;Aveiro;Arouca;Tropeço;Sódio;12.0;840.0;01;0104;010418
2025;3;Aveiro;Arouca;Urrô;Outros/Não definido;3.0;;01;0104;010419
2025;3;Aveiro;Arouca;Várzea;LED;261.0;11393.0;01;0104;010420
2025;3;Aveiro;Arouca;Várzea;Sódio;4.0;280.0;01;0104;010420
2025;3;Aveiro;Arouca;Arouca e Burgo;LED;1931.0;85980.59999847412;01;0104;010421
2025;3;Aveiro;Arouca;Cabreiros e Albergaria da Serra;LED;239.0;9066.0;01;0104;010422
2025;3;Aveiro;Arouca;Cabreiros e Albergaria da Serra;Mercúrio;4.0;200.0;01;0104;010422
2025;3;Aveiro;Arouca;Covelo de Paivó e Janarde;LED;189.0;12650.0;01;0104;010424
2025;3;Aveiro;Aveiro;Aradas;Mercúrio;7.0;380.0;01;0105;010501
2025;3;Aveiro;Aveiro;Aradas;Outros/Não definido;152.0;;01;0105;010501
2025;3;Aveiro;Aveiro;Cacia;LED;1512.0;72008.50010299683;01;0105;010502
2025;3;Aveiro;Aveiro;Esgueira;LED;2534.0;121507.10004425049;01;0105;010505
2025;3;Aveiro;Aveiro;Esgueira;Mercúrio;9.0;860.0;01;0105;010505
2025;3;Aveiro;Aveiro;Esgueira;Outros/Não definido;282.0;1356.0;01;0105;010505
2025;3;Aveiro;Aveiro;Esgueira;Sódio;679.0;65330.0;01;0105;010505
2025;3;Aveiro;Aveiro;Oliveirinha;Outros/Não definido;8.0;;01;0105;010508
2025;3;Aveiro;Aveiro;Oliveirinha;Sódio;153.0;11710.0;01;0105;010508
2025;3;Aveiro;Aveiro;São Bernardo;LED;1016.0;44231.900020599365;01;0105;010510
2025;3;Aveiro;Aveiro;Santa Joana;Sódio;327.0;34090.0;01;0105;010513
2025;3;Aveiro;Aveiro;Eixo e Eirol;LED;1373.0;66596.30001449585;01;0105;010515
2025;3;Aveiro;Aveiro;Eixo e Eirol;Mercúrio;3.0;150.0;01;0105;010515
2025;3;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;LED;1827.0;81815.00003051758;01;0105;010516
2025;3;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;Mercúrio;7.0;350.0;01;0105;010516
2025;3;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;Outros/Não definido;38.0;495.0;01;0105;010516
2025;3;Aveiro;Castelo de Paiva;Fornos;Mercúrio;4.0;320.0;01;0106;010602
2025;3;Aveiro;Castelo de Paiva;Real;Iodeto Metálico;6.0;600.0;01;0106;010606
2025;3;Aveiro;Castelo de Paiva;Real;Sódio;230.0;17200.0;01;0106;010606
2025;3;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;Mercúrio;28.0;2240.0;01;0106;010607
2025;3;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;Sódio;323.0;29500.0;01;0106;010607
2025;3;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;LED;1498.0;54894.00001335144;01;0106;010610
2025;3;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;Sódio;1228.0;98470.0;01;0106;010610
2025;3;Aveiro;Castelo de Paiva;Sobrado e Bairros;Mercúrio;60.0;5085.0;01;0106;010611
2025;3;Aveiro;Castelo de Paiva;Sobrado e Bairros;Outros/Não definido;38.0;;01;0106;010611
2025;3;Aveiro;Espinho;Espinho;Fluorescente;7.0;252.0;01;0107;010702
2025;3;Aveiro;Espinho;Espinho;Outros/Não definido;205.0;;01;0107;010702
2025;3;Aveiro;Espinho;Silvalde;LED;1753.0;88767.70000839233;01;0107;010705
2025;3;Aveiro;Espinho;Silvalde;Outros/Não definido;65.0;;01;0107;010705
2025;3;Aveiro;Espinho;Anta e Guetim;LED;2475.0;115135.80002593994;01;0107;010706
2025;3;Aveiro;Espinho;Anta e Guetim;Outros/Não definido;149.0;900.0;01;0107;010706
2025;3;Aveiro;Estarreja;Avanca;LED;1185.0;50433.70015335083;01;0108;010801
2025;3;Aveiro;Estarreja;Salreu;LED;1590.0;55974.40005493164;01;0108;010806
2025;3;Aveiro;Estarreja;Salreu;Sódio;5.0;430.0;01;0108;010806
2025;3;Aveiro;Santa Maria da Feira;Escapães;LED;956.0;39109.400188446045;01;0109;010904
2025;3;Aveiro;Santa Maria da Feira;Escapães;Outros/Não definido;20.0;;01;0109;010904
2025;3;Aveiro;Santa Maria da Feira;Fiães;LED;1266.0;53055.200008392334;01;0109;010907
2025;3;Aveiro;Santa Maria da Feira;Fiães;Outros/Não definido;160.0;38.0;01;0109;010907
2025;3;Aveiro;Santa Maria da Feira;Fiães;Sódio;364.0;29120.0;01;0109;010907
2025;3;Aveiro;Santa Maria da Feira;Fornos;Outros/Não definido;24.0;;01;0109;010908
2025;3;Aveiro;Santa Maria da Feira;Lourosa;Fluorescente;2.0;100.0;01;0109;010913
2025;3;Aveiro;Santa Maria da Feira;Milheirós de Poiares;Outros/Não definido;144.0;;01;0109;010914
2025;3;Aveiro;Santa Maria da Feira;Milheirós de Poiares;Sódio;221.0;15990.0;01;0109;010914
2025;3;Aveiro;Santa Maria da Feira;Mozelos;Fluorescente;8.0;400.0;01;0109;010916
2025;3;Aveiro;Santa Maria da Feira;Mozelos;LED;1052.0;41192.80002593994;01;0109;010916
2025;3;Aveiro;Santa Maria da Feira;Mozelos;Outros/Não definido;32.0;550.0;01;0109;010916
2025;3;Aveiro;Santa Maria da Feira;Nogueira da Regedoura;Outros/Não definido;70.0;50.0;01;0109;010917
2025;3;Aveiro;Santa Maria da Feira;São Paio de Oleiros;Outros/Não definido;52.0;;01;0109;010918
2025;3;Aveiro;Santa Maria da Feira;Paços de Brandão;Outros/Não definido;6.0;50.0;01;0109;010919
2025;3;Aveiro;Santa Maria da Feira;Rio Meão;Outros/Não definido;134.0;280.0;01;0109;010921
2025;3;Aveiro;Santa Maria da Feira;Rio Meão;Sódio;234.0;18190.0;01;0109;010921
2025;3;Aveiro;Santa Maria da Feira;Romariz;Outros/Não definido;11.0;120.0;01;0109;010922
2025;3;Aveiro;Santa Maria da Feira;Sanguedo;Fluorescente;1.0;50.0;01;0109;010924
2025;3;Aveiro;Santa Maria da Feira;Sanguedo;LED;759.0;31214.0;01;0109;010924
2025;3;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;Sódio;512.0;40840.0;01;0109;010925
2025;3;Aveiro;Santa Maria da Feira;Caldas de São Jorge e de Pigeiros;Outros/Não definido;26.0;;01;0109;010932
2025;3;Aveiro;Santa Maria da Feira;Caldas de São Jorge e de Pigeiros;Sódio;167.0;12710.0;01;0109;010932
2025;3;Aveiro;Santa Maria da Feira;Lobão, Gião, Louredo e Guisande;Sódio;700.0;52820.0;01;0109;010934
2025;3;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;Fluorescente;3.0;150.0;01;0109;010935
2025;3;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;Outros/Não definido;226.0;2340.0;01;0109;010935
2025;3;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;Sódio;495.0;34760.0;01;0109;010936
2025;3;Aveiro;Ílhavo;Gafanha da Encarnação;Mercúrio;1.0;50.0;01;0110;011005
2025;3;Aveiro;Ílhavo;Gafanha da Encarnação;Outros/Não definido;314.0;610.0;01;0110;011005
2025;3;Aveiro;Ílhavo;Gafanha da Nazaré;Mercúrio;11.0;550.0;01;0110;011006
2025;3;Aveiro;Ílhavo;Gafanha da Nazaré;Outros/Não definido;415.0;1086.0;01;0110;011006
2025;3;Aveiro;Ílhavo;Gafanha do Carmo;Outros/Não definido;11.0;;01;0110;011007
2025;3;Aveiro;Ílhavo;Gafanha do Carmo;Sódio;22.0;1900.0;01;0110;011007
2025;3;Aveiro;Ílhavo;Ílhavo (São Salvador);LED;4255.0;185866.29972076416;01;0110;011008
2025;3;Aveiro;Ílhavo;Ílhavo (São Salvador);Mercúrio;81.0;6885.0;01;0110;011008
2025;3;Aveiro;Mealhada;Barcouço;Sódio;63.0;4900.0;01;0111;011102
2025;3;Aveiro;Mealhada;Casal Comba;Sódio;68.0;5230.0;01;0111;011103
2025;3;Aveiro;Mealhada;Luso;LED;752.0;26974.700023651123;01;0111;011104
2025;3;Aveiro;Mealhada;Pampilhosa;LED;850.0;32074.60000228882;01;0111;011106
2025;3;Aveiro;Mealhada;Pampilhosa;Outros/Não definido;10.0;170.0;01;0111;011106
2025;3;Aveiro;Mealhada;Pampilhosa;Sódio;412.0;36390.0;01;0111;011106
2025;3;Aveiro;Mealhada;Vacariça;LED;660.0;18841.0;01;0111;011107
2025;3;Aveiro;Mealhada;Vacariça;Mercúrio;12.0;600.0;01;0111;011107
2025;3;Aveiro;Mealhada;Vacariça;Outros/Não definido;9.0;405.0;01;0111;011107
2025;3;Aveiro;Murtosa;Bunheiro;LED;1331.0;57132.80009460449;01;0112;011201
2025;3;Aveiro;Murtosa;Monte;LED;695.0;28667.600051879883;01;0112;011202
2025;3;Aveiro;Murtosa;Monte;Sódio;64.0;5900.0;01;0112;011202
2025;3;Aveiro;Murtosa;Murtosa;Iodeto Metálico;1.0;150.0;01;0112;011203
2025;3;Aveiro;Murtosa;Murtosa;Outros/Não definido;18.0;;01;0112;011203
2025;3;Aveiro;Murtosa;Torreira;Sódio;190.0;28420.0;01;0112;011204
2025;3;Aveiro;Oliveira de Azeméis;Cesar;Mercúrio;30.0;2445.0;01;0113;011302
2025;3;Aveiro;Oliveira de Azeméis;Fajões;Mercúrio;2.0;125.0;01;0113;011303
2025;3;Aveiro;Oliveira de Azeméis;Fajões;Outros/Não definido;18.0;45.0;01;0113;011303
2025;3;Aveiro;Oliveira de Azeméis;Macieira de Sarnes;LED;507.0;23764.20000076294;01;0113;011305
2025;3;Aveiro;Oliveira de Azeméis;Macieira de Sarnes;Outros/Não definido;1.0;;01;0113;011305
2025;3;Aveiro;Oliveira de Azeméis;Ossela;LED;1004.0;44548.800048828125;01;0113;011310
2025;3;Aveiro;Oliveira de Azeméis;Ossela;Mercúrio;1.0;80.0;01;0113;011310
2025;3;Aveiro;Oliveira de Azeméis;Ossela;Sódio;68.0;4820.0;01;0113;011310
2025;3;Aveiro;Oliveira de Azeméis;São Martinho da Gândara;LED;732.0;27712.400009155273;01;0113;011315
2025;3;Aveiro;Oliveira de Azeméis;Vila de Cucujães;LED;1913.0;90337.90018081665;01;0113;011319
2025;3;Aveiro;Oliveira de Azeméis;Pinheiro da Bemposta, Travanca e Palmaz;Sódio;222.0;20040.0;01;0113;011322
2025;3;Aveiro;Oliveira do Bairro;Oiã;Sódio;126.0;13550.0;01;0114;011403
2025;3;Aveiro;Oliveira do Bairro;Palhaça;Outros/Não definido;26.0;;01;0114;011405
2025;3;Aveiro;Oliveira do Bairro;Palhaça;Sódio;1.0;70.0;01;0114;011405
2025;3;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;LED;3017.0;145993.90031051636;01;0114;011407
2025;3;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;Outros/Não definido;113.0;135.0;01;0114;011407
2025;3;Aveiro;Ovar;Cortegaça;Outros/Não definido;2.0;;01;0115;011502
2025;3;Aveiro;Ovar;Cortegaça;Sódio;93.0;6490.0;01;0115;011502
2025;3;Aveiro;Ovar;Maceda;Outros/Não definido;37.0;39.70000076293945;01;0115;011504
2025;3;Aveiro;Ovar;Válega;Sódio;1762.0;132820.0;01;0115;011507
2025;3;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;Sódio;1524.0;173380.0;01;0115;011509
2025;3;Aveiro;São João da Madeira;São João da Madeira;LED;4007.0;277750.30001068115;01;0116;011601
2025;3;Aveiro;São João da Madeira;São João da Madeira;Outros/Não definido;366.0;56.0;01;0116;011601
2025;3;Aveiro;São João da Madeira;São João da Madeira;Sódio;328.0;16268.0;01;0116;011601
2025;3;Aveiro;Sever do Vouga;Couto de Esteves;LED;763.0;28653.700122833252;01;0117;011702
2025;3;Aveiro;Sever do Vouga;Couto de Esteves;Outros/Não definido;14.0;;01;0117;011702
2025;3;Aveiro;Sever do Vouga;Pessegueiro do Vouga;LED;945.0;38500.80006027222;01;0117;011704
2025;3;Aveiro;Sever do Vouga;Pessegueiro do Vouga;Sódio;9.0;630.0;01;0117;011704
2025;3;Aveiro;Sever do Vouga;Rocas do Vouga;Mercúrio;42.0;2100.0;01;0117;011705
2025;3;Aveiro;Sever do Vouga;Sever do Vouga;Sódio;18.0;2140.0;01;0117;011706
2025;3;Aveiro;Sever do Vouga;Talhadas;LED;1087.0;44078.40018463135;01;0117;011708
2025;3;Aveiro;Sever do Vouga;Silva Escura e Dornelas;Sódio;32.0;2240.0;01;0117;011711
2025;3;Aveiro;Vagos;Calvão;LED;824.0;24444.199829101562;01;0118;011801
2025;3;Aveiro;Vagos;Calvão;Sódio;58.0;4450.0;01;0118;011801
2025;3;Aveiro;Vagos;Gafanha da Boa Hora;Outros/Não definido;39.0;;01;0118;011804
2025;3;Aveiro;Vagos;Gafanha da Boa Hora;Sódio;147.0;11940.0;01;0118;011804
2025;3;Aveiro;Vagos;Ouca;LED;771.0;29302.299865722656;01;0118;011805
2025;3;Aveiro;Vagos;Sosa;Outros/Não definido;130.0;180.0;01;0118;011807
2025;3;Aveiro;Vagos;Fonte de Angeão e Covão do Lobo;Outros/Não definido;24.0;;01;0118;011812
2025;3;Aveiro;Vagos;Fonte de Angeão e Covão do Lobo;Sódio;79.0;6210.0;01;0118;011812
2025;3;Aveiro;Vagos;Vagos e Santo António;Sódio;183.0;14370.0;01;0118;011814
2025;3;Aveiro;Vale de Cambra;Arões;Outros/Não definido;2.0;;01;0119;011901
2025;3;Aveiro;Vale de Cambra;Cepelos;Iodeto Metálico;2.0;50.0;01;0119;011903
2025;3;Aveiro;Vale de Cambra;Junqueira;Mercúrio;2.0;500.0;01;0119;011905
2025;3;Aveiro;Vale de Cambra;Junqueira;Sódio;10.0;680.0;01;0119;011905
2025;3;Aveiro;Vale de Cambra;Macieira de Cambra;LED;1866.0;75029.5001411438;01;0119;011906
2025;3;Aveiro;Vale de Cambra;Roge;LED;853.0;43606.00038909912;01;0119;011907
2025;3;Beja;Aljustrel;São João de Negrilhos;LED;712.0;18569.0;02;0201;020104
2025;3;Beja;Almodôvar;Aldeia dos Fernandes;LED;58.0;3257.7999935150146;02;0202;020208
2025;3;Beja;Almodôvar;Aldeia dos Fernandes;Sódio;167.0;12240.0;02;0202;020208
2025;3;Beja;Almodôvar;Almodôvar e Graça dos Padrões;LED;1702.0;54241.4000453949;02;0202;020209
2025;3;Beja;Almodôvar;Almodôvar e Graça dos Padrões;Mercúrio;9.0;720.0;02;0202;020209
2025;3;Beja;Alvito;Alvito;LED;604.0;23026.700004577637;02;0203;020301
2025;3;Beja;Alvito;Alvito;Sódio;193.0;14760.0;02;0203;020301
2025;3;Beja;Alvito;Vila Nova da Baronia;Outros/Não definido;3.0;;02;0203;020302
2025;3;Beja;Barrancos;Barrancos;LED;518.0;17658.60019683838;02;0204;020401
2025;3;Beja;Barrancos;Barrancos;Outros/Não definido;12.0;;02;0204;020401
2025;3;Beja;Beja;Beringel;Outros/Não definido;31.0;;02;0205;020503
2025;3;Beja;Beja;Beringel;Sódio;1.0;70.0;02;0205;020503
2025;3;Beja;Beja;Santa Clara de Louredo;LED;214.0;5543.0;02;0205;020510
2025;3;Beja;Beja;São Matias;LED;224.0;6331.60001373291;02;0205;020516
2025;3;Beja;Beja;Albernoa e Trindade;LED;377.0;11280.0;02;0205;020519
2025;3;Beja;Beja;Albernoa e Trindade;Outros/Não definido;1.0;;02;0205;020519
2025;3;Beja;Beja;Albernoa e Trindade;Sódio;15.0;1320.0;02;0205;020519
2025;3;Beja;Beja;Beja (Salvador e Santa Maria da Feira);Mercúrio;3.0;150.0;02;0205;020520
2025;3;Beja;Castro Verde;Santa Bárbara de Padrões;Sódio;110.0;7700.0;02;0206;020604
2025;3;Beja;Castro Verde;São Marcos da Ataboeira;LED;203.0;5121.0;02;0206;020605
2025;3;Beja;Castro Verde;São Marcos da Ataboeira;Sódio;77.0;5390.0;02;0206;020605
2025;3;Beja;Castro Verde;Castro Verde e Casével;Iodeto Metálico;25.0;2500.0;02;0206;020606
2025;3;Beja;Castro Verde;Castro Verde e Casével;Sódio;507.0;40460.0;02;0206;020606
2025;3;Beja;Cuba;Cuba;LED;1191.0;50247.0;02;0207;020701
2025;3;Beja;Cuba;Cuba;Outros/Não definido;29.0;;02;0207;020701
2025;3;Beja;Cuba;Vila Alva;LED;218.0;6526.0;02;0207;020703
2025;3;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;LED;490.0;17751.0;02;0208;020803
2025;3;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;Sódio;5.0;310.0;02;0208;020803
2025;3;Beja;Ferreira do Alentejo;Alfundão e Peroguarda;LED;391.0;12059.0;02;0208;020807
2025;3;Beja;Ferreira do Alentejo;Alfundão e Peroguarda;Sódio;82.0;4940.0;02;0208;020807
2025;3;Beja;Ferreira do Alentejo;Ferreira do Alentejo e Canhestros;LED;2218.0;88146.40016937256;02;0208;020808
2025;3;Beja;Ferreira do Alentejo;Ferreira do Alentejo e Canhestros;Outros/Não definido;35.0;;02;0208;020808
2025;3;Beja;Mértola;Corte do Pinto;Sódio;5.0;350.0;02;0209;020902
2025;3;Beja;Mértola;Santana de Cambas;Outros/Não definido;14.0;;02;0209;020905
2025;3;Beja;Mértola;São João dos Caldeireiros;LED;470.0;14945.5;02;0209;020906
2025;3;Beja;Mértola;S. Mig. Pinheiro, S. Pedro Solis, S. Sebastião dos Carros;Outros/Não definido;7.0;;02;0209;020910
2025;3;Beja;Mértola;S. Mig. Pinheiro, S. Pedro Solis, S. Sebastião dos Carros;Sódio;3.0;100.0;02;0209;020910
2025;3;Beja;Moura;Amareleja;LED;719.0;20933.300022125244;02;0210;021001
2025;3;Beja;Moura;Póvoa de São Miguel;LED;378.0;9593.0;02;0210;021002
2025;3;Beja;Moura;Sobral da Adiça;Outros/Não definido;4.0;;02;0210;021008
2025;3;Beja;Moura;Santo Agostinho e São João Baptista e Santo Amador;Sódio;283.0;24750.0;02;0210;021009
2025;3;Beja;Odemira;Relíquias;Outros/Não definido;15.0;;02;0211;021102
2025;3;Beja;Odemira;Sabóia;LED;599.0;18012.700033187866;02;0211;021103
2025;3;Beja;Odemira;Sabóia;Sódio;2.0;140.0;02;0211;021103
2025;3;Beja;Odemira;São Luís;LED;1065.0;29462.5;02;0211;021106
2025;3;Beja;Odemira;São Martinho das Amoreiras;Outros/Não definido;2.0;;02;0211;021107
2025;3;Beja;Odemira;Vila Nova de Milfontes;Sódio;126.0;15030.0;02;0211;021111
2025;3;Beja;Odemira;Luzianes-Gare;LED;247.0;7809.9000244140625;02;0211;021115
2025;3;Beja;Odemira;Luzianes-Gare;Outros/Não definido;1.0;;02;0211;021115
2025;3;Beja;Odemira;Longueira/Almograve;LED;701.0;23579.600059509277;02;0211;021117
2025;3;Beja;Odemira;Longueira/Almograve;Outros/Não definido;15.0;;02;0211;021117
2025;3;Beja;Odemira;Longueira/Almograve;Sódio;2.0;200.0;02;0211;021117
2025;3;Beja;Odemira;Santa Clara-a-Velha;Sódio;19.0;1330.0;02;0211;021119
2025;3;Beja;Odemira;Vale de Santiago;LED;492.0;16328.0;02;0211;021122
2025;3;Beja;Ourique;Ourique;Iodeto Metálico;10.0;1000.0;02;0212;021203
2025;3;Beja;Ourique;Ourique;LED;1578.0;53269.50008773804;02;0212;021203
2025;3;Beja;Ourique;Ourique;Outros/Não definido;38.0;;02;0212;021203
2025;3;Beja;Ourique;Santana da Serra;LED;603.0;15838.59997177124;02;0212;021206
2025;3;Beja;Ourique;Santana da Serra;Outros/Não definido;5.0;;02;0212;021206
2025;3;Beja;Ourique;Garvão e Santa Luzia;LED;537.0;13463.40001296997;02;0212;021207
2025;3;Beja;Ourique;Garvão e Santa Luzia;Outros/Não definido;28.0;225.0;02;0212;021207
2025;3;Beja;Ourique;Panoias e Conceição;Sódio;22.0;1540.0;02;0212;021208
2025;3;Beja;Serpa;Brinches;LED;346.0;10908.0;02;0213;021302
2025;3;Beja;Serpa;Brinches;Sódio;89.0;7190.0;02;0213;021302
2025;3;Beja;Serpa;Pias;Sódio;130.0;10470.0;02;0213;021303
2025;3;Beja;Serpa;Vila Verde de Ficalho;Outros/Não definido;9.0;;02;0213;021307
2025;3;Beja;Serpa;Serpa (Salvador e Santa Maria);Sódio;773.0;72670.0;02;0213;021308
2025;3;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;LED;1028.0;30173.0;02;0213;021309
2025;3;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;Sódio;209.0;18910.0;02;0213;021309
2025;3;Beja;Vidigueira;Vidigueira;Sódio;5.0;750.0;02;0214;021403
2025;3;Beja;Vidigueira;Vila de Frades;LED;350.0;11609.60001373291;02;0214;021404
2025;3;Beja;Vidigueira;Vila de Frades;Sódio;12.0;840.0;02;0214;021404
2025;3;Braga;Amares;Barreiros;Mercúrio;1.0;50.0;03;0301;030102
2025;3;Braga;Amares;Bico;Fluorescente;4.0;280.0;03;0301;030104
2025;3;Braga;Amares;Bico;LED;307.0;19489.0;03;0301;030104
2025;3;Braga;Amares;Caires;Outros/Não definido;13.0;;03;0301;030105
2025;3;Braga;Amares;Goães;Outros/Não definido;32.0;;03;0301;030112
2025;3;Braga;Amares;Lago;Mercúrio;1.0;80.0;03;0301;030113
2025;3;Braga;Amares;Lago;Outros/Não definido;39.0;;03;0301;030113
2025;3;Braga;Amares;Rendufe;Outros/Não definido;19.0;;03;0301;030118
2025;3;Braga;Amares;Amares e Figueiredo;LED;797.0;37819.20000457764;03;0301;030125
2025;3;Braga;Amares;Amares e Figueiredo;Mercúrio;2.0;160.0;03;0301;030125
2025;3;Braga;Amares;Amares e Figueiredo;Outros/Não definido;63.0;270.0;03;0301;030125
