Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024T1;Beja;Vidigueira;Vidigueira;41.4;1;02;0214;021403
2024T1;Porto;Penafiel;Cabeça Santa;400.0;1;13;1311;131104
2024T1;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;472.5;1;16;1609;160948
2024T1;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;187.5;1;03;0312;031260
2024T1;Braga;Terras de Bouro;Rio Caldo;41.4;1;03;0310;031013
2024T1;Porto;Paredes;Gandra;110.4;1;13;1310;131011
2024T1;Faro;Vila Real de Santo António;Vila Real de Santo António;41.4;1;08;0816;081602
2024T1;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;200.0;1;10;1006;100618
2024T1;Braga;Braga;Palmeira;10.35;1;03;0303;030331
2024T1;Castelo Branco;Castelo Branco;Castelo Branco;2400.0;1;05;0502;050205
2024T1;Aveiro;Espinho;Silvalde;80.0;1;01;0107;010705
2024T1;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;140.0;1;11;1113;111326
2024T1;Coimbra;Coimbra;Eiras e São Paulo de Frades;100.0;1;06;0603;060335
2024T1;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;10.35;2;01;0109;010935
2024T1;Beja;Odemira;São Salvador e Santa Maria;149.3;1;02;0211;021120
2024T1;Castelo Branco;Sertã;Cernache do Bonjardim, Nesperal e Palhais;41.4;1;05;0509;050915
2024T1;Porto;Porto;Paranhos;105.0;1;13;1312;131210
2024T1;Setúbal;Barreiro;Palhais e Coina;20.7;1;15;1504;150411
2024T1;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;250.0;2;13;1313;131313
2024T1;Aveiro;Santa Maria da Feira;Arrifana;100.0;1;01;0109;010902
2024T1;Aveiro;Vagos;Ponte de Vagos e Santa Catarina;41.4;1;01;0118;011813
2024T1;Braga;Braga;Gualtar;93.0;1;03;0303;030319
2024T1;Braga;Braga;Este (São Pedro e São Mamede);41.4;1;03;0303;030370
2024T1;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;100.0;1;07;0706;070612
2024T1;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;41.4;2;16;1610;161019
2024T1;Viseu;Santa Comba Dão;Santa Comba Dão e Couto do Mosteiro;50.0;1;18;1814;181411
2024T1;Lisboa;Loures;Santo Antão e São Julião do Tojal;473.0;2;11;1107;110729
2024T1;Braga;Barcelos;Silveiros e Rio Covo (Santa Eulália);300.0;1;03;0302;0302FE
2024T1;Lisboa;Mafra;Ericeira;100.0;1;11;1109;110906
2024T1;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;80.0;1;16;1609;160948
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;3.45;1;13;1317;131727
2024T1;Lisboa;Sintra;São João das Lampas e Terrugem;100.0;2;11;1111;111127
2024T1;Faro;Castro Marim;Altura;41.4;1;08;0804;080404
2024T1;Setúbal;Seixal;Amora;41.4;1;15;1510;151002
2024T1;Faro;Loulé;Almancil;94.0;1;08;0808;080801
2024T1;Santarém;Constância;Montalvo;55.0;1;14;1408;140802
2024T1;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;27.6;1;13;1317;131726
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;50.0;1;13;1317;131727
2024T1;Porto;Vila do Conde;Vila do Conde;472.5;1;13;1316;131628
2024T1;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;120.0;1;10;1016;101614
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;99.0;1;13;1312;131217
2024T1;Porto;Vila Nova de Gaia;Vilar de Andorinho;80.0;1;13;1317;131723
2024T1;Lisboa;Vila Franca de Xira;Vila Franca de Xira;41.4;2;11;1114;111409
2024T1;Porto;Trofa;Bougado (São Martinho e Santiago);200.0;1;13;1318;131810
2024T1;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;27.6;8;11;1110;111014
2024T1;Viseu;Vila Nova de Paiva;Vila Nova de Paiva, Alhais e Fráguas;100.0;1;18;1822;182208
2024T1;Porto;Paredes;Paredes;10.35;1;13;1310;131025
2024T1;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;55.0;1;15;1512;151210
2024T1;Lisboa;Oeiras;Porto Salvo;93.0;4;11;1110;111009
2024T1;Faro;Portimão;Alvor;400.0;1;08;0811;081101
2024T1;Lisboa;Odivelas;Pontinha e Famões;75.0;1;11;1116;111608
2024T1;Vila Real;Murça;Fiolhoso;41.4;1;17;1707;170703
2024T1;Faro;São Brás de Alportel;São Brás de Alportel;400.0;1;08;0812;081201
2024T1;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;27.6;1;15;1512;151210
2024T1;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;250.0;1;11;1109;110922
2024T1;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;472.5;1;01;0109;010935
2024T1;Braga;Barcelos;Alheira e Igreja Nova;945.0;2;03;0302;030290
2024T1;Setúbal;Grândola;Grândola e Santa Margarida da Serra;400.0;1;15;1505;150506
2024T1;Setúbal;Moita;Baixa da Banheira e Vale da Amoreira;160.0;1;15;1506;150607
2024T1;Setúbal;Montijo;Montijo e Afonsoeiro;6.9;1;15;1507;150710
2024T1;Braga;Braga;Lomar e Arcos;472.5;1;03;0303;030373
2024T1;Porto;Gondomar;Rio Tinto;100.0;2;13;1304;130408
2024T1;Porto;Marco de Canaveses;Marco;93.0;1;13;1307;130736
2024T1;Santarém;Rio Maior;Rio Maior;75.0;1;14;1414;141408
2024T1;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;41.4;1;10;1016;101614
2024T1;Aveiro;Aveiro;Glória e Vera Cruz;250.0;1;01;0105;010517
2024T1;Faro;Loulé;Salir;72.0;1;08;0808;080807
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;140.0;1;13;1308;130812
2024T1;Lisboa;Cascais;São Domingos de Rana;41.4;4;11;1105;110506
2024T1;Aveiro;Aveiro;Glória e Vera Cruz;27.6;1;01;0105;010517
2024T1;Leiria;Ansião;Avelar;80.0;1;10;1003;100303
2024T1;Faro;Albufeira;Ferreiras;41.4;1;08;0801;080104
2024T1;Porto;Maia;Castêlo da Maia;17.25;1;13;1306;130618
2024T1;Porto;Vila Nova de Gaia;Canidelo;93.0;1;13;1317;131704
2024T1;Guarda;Aguiar da Beira;Pinheiro;20.7;1;09;0901;090110
2024T1;Porto;Porto;Bonfim;200.0;1;13;1312;131202
2024T1;Lisboa;Lisboa;Arroios;27.6;1;11;1106;110656
2024T1;Faro;Albufeira;Paderne;41.4;1;08;0801;080103
2024T1;Aveiro;Vagos;Vagos e Santo António;400.0;1;01;0118;011814
2024T1;Lisboa;Lisboa;Alvalade;630.0;1;11;1106;110654
2024T1;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;155.0;1;11;1107;110730
2024T1;Viana do Castelo;Caminha;Vila Praia de Âncora;100.0;1;16;1602;160217
2024T1;Lisboa;Sintra;Queluz e Belas;630.0;1;11;1111;111126
2024T1;Setúbal;Sesimbra;Sesimbra (Castelo);250.0;1;15;1511;151101
2024T1;Lisboa;Sintra;Queluz e Belas;93.0;1;11;1111;111126
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;74.0;1;13;1312;131218
2024T1;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;472.5;1;13;1313;131315
2024T1;Viseu;São João da Pesqueira;São João da Pesqueira e Várzea de Trevões;59.0;1;18;1815;181515
2024T1;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;250.0;1;15;1504;150409
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;75.0;1;13;1308;130812
2024T1;Lisboa;Oeiras;Barcarena;27.6;1;11;1110;111002
2024T1;Porto;Gondomar;Baguim do Monte (Rio Tinto);100.0;1;13;1304;130412
2024T1;Braga;Guimarães;Azurém;95.0;1;03;0308;030804
2024T1;Faro;Loulé;Alte;46.0;1;08;0808;080802
2024T1;Viseu;Viseu;Cavernães;50.0;1;18;1823;182307
2024T1;Aveiro;Aveiro;Aradas;75.0;1;01;0105;010501
2024T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;75.0;1;13;1303;130335
2024T1;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;1200.0;1;01;0102;010209
2024T1;Braga;Vila Nova de Famalicão;Antas e Abade de Vermoim;10.35;1;03;0312;031250
2024T1;Braga;Vila Verde;Vila Verde e Barbudo;41.4;1;03;0313;031370
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;1000.0;1;11;1110;111013
2024T1;Braga;Guimarães;Creixomil;472.5;1;03;0308;030813
2024T1;Lisboa;Oeiras;Porto Salvo;192.0;1;11;1110;111009
2024T1;Viana do Castelo;Ponte de Lima;Feitosa;6.9;1;16;1607;160719
2024T1;Viana do Castelo;Ponte de Lima;Poiares;82.0;1;16;1607;160734
2024T1;Guarda;Almeida;Vilar Formoso;150.0;1;09;0902;090229
2024T1;Bragança;Vimioso;Vimioso;20.7;1;04;0411;041114
2024T1;Aveiro;Santa Maria da Feira;Escapães;6.9;1;01;0109;010904
2024T1;Santarém;Cartaxo;Cartaxo e Vale da Pinta;6.9;1;14;1406;140609
2024T1;Lisboa;Lisboa;São Domingos de Benfica;34.5;1;11;1106;110639
2024T1;Aveiro;Santa Maria da Feira;Mozelos;63.0;1;01;0109;010916
2024T1;Aveiro;Santa Maria da Feira;Arrifana;6.9;1;01;0109;010902
2024T1;Lisboa;Azambuja;Manique do Intendente, V. N. de S. Pedro e Maçussa;6.9;1;11;1103;110310
2024T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;13.8;1;13;1308;130811
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;6.9;1;13;1304;130415
2024T1;Santarém;Santarém;União das freguesias da cidade de Santarém;27.6;2;14;1416;141633
2024T1;Santarém;Coruche;Branca;20.7;1;14;1409;140905
2024T1;Aveiro;Aveiro;Esgueira;34.5;1;01;0105;010505
2024T1;Aveiro;Anadia;Vila Nova de Monsarros;10.35;1;01;0103;010312
2024T1;Coimbra;Soure;Soure;6.9;1;06;0615;061509
2024T1;Leiria;Leiria;Monte Redondo e Carreira;6.9;1;10;1009;100936
2024T1;Braga;Guimarães;Caldelas;6.9;1;03;0308;030808
2024T1;Santarém;Santarém;União das freguesias da cidade de Santarém;13.8;2;14;1416;141633
2024T1;Lisboa;Torres Vedras;Freiria;6.9;1;11;1113;111306
2024T1;Braga;Braga;Ferreiros e Gondizalves;49.5;1;03;0303;030371
2024T1;Braga;Guimarães;Creixomil;88.0;1;03;0308;030813
2024T1;Braga;Braga;Braga (São José de São Lázaro e São João do Souto);60.0;1;03;0303;030365
2024T1;Viseu;Carregal do Sal;Carregal do Sal;85.0;1;18;1802;180208
2024T1;Leiria;Nazaré;Nazaré;50.0;6;10;1011;101102
2024T1;Faro;Faro;Faro (Sé e São Pedro);104.0;1;08;0805;080508
2024T1;Lisboa;Azambuja;Vila Nova da Rainha;2077.5;1;11;1103;110307
2024T1;Setúbal;Sesimbra;Quinta do Conde;75.0;1;15;1511;151103
2024T1;Portalegre;Portalegre;Sé e São Lourenço;160.0;1;12;1214;121411
2024T1;Setúbal;Setúbal;Setúbal (São Sebastião);10080.0;1;15;1512;151205
2024T1;Viana do Castelo;Arcos de Valdevez;Arcos de Valdevez (Salvador), Vila Fonche e Parada;41.4;1;16;1601;160154
2024T1;Santarém;Torres Novas;Torres Novas (Santa Maria, Salvador e Santiago);2500.0;1;14;1419;141920
2024T1;Guarda;Seia;Seia, São Romão e Lapa dos Dinheiros;250.0;1;09;0912;091233
2024T1;Aveiro;São João da Madeira;São João da Madeira;1260.0;1;01;0116;011601
2024T1;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;41.4;4;01;0109;010933
2024T1;Coimbra;Coimbra;Eiras e São Paulo de Frades;99.0;1;06;0603;060335
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;138.0;1;13;1308;130814
2024T1;Viseu;Viseu;Fragosela;400.0;1;18;1823;182315
2024T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;20.7;1;13;1308;130811
2024T1;Santarém;Alcanena;Bugalhos;3195.0;1;14;1402;140202
2024T1;Braga;Guimarães;Creixomil;2100.0;1;03;0308;030813
2024T1;Braga;Braga;Real, Dume e Semelhe;950.0;1;03;0303;030379
2024T1;Viseu;Viseu;Abraveses;10.35;1;18;1823;182301
2024T1;Leiria;Pombal;Pombal;400.0;1;10;1015;101509
2024T1;Lisboa;Lisboa;Campo de Ourique;300.0;1;11;1106;110659
2024T1;Setúbal;Montijo;Sarilhos Grandes;138.0;1;15;1507;150704
2024T1;Santarém;Rio Maior;Rio Maior;400.0;2;14;1414;141408
2024T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;1850.0;1;13;1312;131216
2024T1;Coimbra;Figueira da Foz;Tavarede;93.0;1;06;0605;060512
2024T1;Setúbal;Grândola;Melides;10.35;1;15;1505;150503
2024T1;Setúbal;Moita;Alhos Vedros;300.0;1;15;1506;150601
2024T1;Guarda;Guarda;Guarda;200.0;2;09;0907;090758
2024T1;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;100.0;1;10;1009;100933
2024T1;Faro;Albufeira;Albufeira e Olhos de Água;207.0;1;08;0801;080106
2024T1;Lisboa;Lisboa;Alvalade;3430.0;1;11;1106;110654
2024T1;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;207.0;1;11;1110;111014
2024T1;Setúbal;Palmela;Poceirão e Marateca;190.0;1;15;1508;150806
2024T1;Lisboa;Cascais;Cascais e Estoril;1000.0;1;11;1105;110508
2024T1;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;1260.0;1;13;1314;131437
2024T1;Leiria;Caldas da Rainha;Tornada e Salir do Porto;49.5;1;10;1006;100619
2024T1;Faro;Silves;Alcantarilha e Pêra;150.0;1;08;0813;081309
2024T1;Faro;Albufeira;Guia;800.0;1;08;0801;080102
2024T1;Braga;Braga;Nogueira, Fraião e Lamaçães;475.0;1;03;0303;030377
2024T1;Lisboa;Loures;Sacavém e Prior Velho;3000.0;1;11;1107;110727
2024T1;Aveiro;Águeda;Trofa, Segadães e Lamas do Vouga;160.0;1;01;0101;010126
2024T1;Aveiro;Oliveira do Bairro;Oliveira do Bairro;79.0;1;01;0114;011404
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;2000.0;1;13;1308;130814
2024T1;Faro;Portimão;Portimão;100.0;2;08;0811;081103
2024T1;Lisboa;Lisboa;Santo António;1000.0;1;11;1106;110666
2024T1;Évora;Évora;N. S. da Tourega e N. S. de Guadalupe;860.0;1;07;0705;070525
2024T1;Leiria;Leiria;Parceiros e Azoia;66.0;1;10;1009;100937
2024T1;Lisboa;Lisboa;Campolide;100.0;1;11;1106;110610
2024T1;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;82.5;1;11;1113;111326
2024T1;Lisboa;Sintra;Agualva e Mira-Sintra;500.0;1;11;1111;111122
2024T1;Lisboa;Lisboa;Avenidas Novas;131.0;1;11;1106;110657
2024T1;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;250.0;1;15;1501;150107
2024T1;Vila Real;Vila Real;Vila Real;75.0;1;17;1714;171438
2024T1;Lisboa;Lisboa;Santo António;315.0;1;11;1106;110666
2024T1;Leiria;Leiria;Maceira;250.0;1;10;1009;100913
2024T1;Lisboa;Lisboa;Olivais;380.0;1;11;1106;110633
2024T1;Lisboa;Loures;Camarate, Unhos e Apelação;80.0;1;11;1107;110731
2024T1;Coimbra;Figueira da Foz;Tavarede;1600.0;1;06;0605;060512
2024T1;Viseu;Cinfães;Oliveira do Douro;59.0;1;18;1804;180410
2024T1;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;1600.0;1;14;1401;140120
2024T1;Coimbra;Coimbra;Santo António dos Olivais;440.0;1;06;0603;060318
2024T1;Braga;Guimarães;Azurém;27.6;3;03;0308;030804
2024T1;Coimbra;Coimbra;Santo António dos Olivais;630.0;2;06;0603;060318
2024T1;Lisboa;Cascais;Alcabideche;138.0;1;11;1105;110501
2024T1;Setúbal;Almada;Caparica e Trafaria;2260.0;1;15;1503;150313
2024T1;Lisboa;Lisboa;Avenidas Novas;160.0;1;11;1106;110657
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;174.0;1;11;1110;111013
2024T1;Lisboa;Lisboa;Benfica;150.0;1;11;1106;110608
2024T1;Faro;Alcoutim;Alcoutim e Pereiro;173.0;1;08;0802;080206
2024T1;Lisboa;Oeiras;Porto Salvo;5050.0;1;11;1110;111009
2024T1;Lisboa;Alenquer;Carregado e Cadafais;400.0;1;11;1101;110120
2024T1;Leiria;Marinha Grande;Marinha Grande;400.0;1;10;1010;101001
2024T1;Porto;Vila do Conde;Mindelo;160.0;1;13;1316;131616
2024T1;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;150.0;1;01;0103;010318
2024T1;Lisboa;Vila Franca de Xira;Vialonga;150.0;1;11;1114;111408
2024T1;Porto;Paredes;Cete;132.0;1;13;1310;131008
2024T1;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;1000.0;1;11;1111;111128
2024T1;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;1260.0;1;16;1609;160948
2024T1;Leiria;Nazaré;Nazaré;41.4;6;10;1011;101102
2024T1;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;2000.0;1;01;0109;010935
2024T1;Faro;Portimão;Portimão;138.0;3;08;0811;081103
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;3650.0;1;13;1317;131730
2024T1;Santarém;Torres Novas;Torres Novas (Santa Maria, Salvador e Santiago);300.0;1;14;1419;141920
2024T1;Aveiro;Espinho;Espinho;50.0;1;01;0107;010702
2024T1;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;400.0;1;10;1006;100617
2024T1;Lisboa;Loures;Santo Antão e São Julião do Tojal;250.0;1;11;1107;110729
2024T1;Lisboa;Lisboa;Benfica;138.0;1;11;1106;110608
2024T1;Setúbal;Montijo;Canha;138.0;1;15;1507;150701
2024T1;Bragança;Miranda do douro;Sendim e Atenor;46.5;1;04;0406;040620
2024T1;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;78.4;1;13;1301;130142
2024T1;Coimbra;Cantanhede;Tocha;160.0;1;06;0602;060214
2024T1;Aveiro;Aveiro;Aradas;2500.0;1;01;0105;010501
2024T1;Lisboa;Azambuja;Aveiras de Cima;200.0;1;11;1103;110303
2024T1;Viseu;Penalva do Castelo;Ínsua;630.0;1;18;1811;181105
2024T1;Lisboa;Alenquer;Carregado e Cadafais;2400.0;1;11;1101;110120
2024T1;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;472.5;2;15;1501;150107
2024T1;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;160.0;1;01;0115;011509
2024T1;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;110.0;2;03;0312;031260
2024T1;Setúbal;Palmela;Pinhal Novo;93.0;1;15;1508;150803
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;316.8;1;13;1312;131218
2024T1;Aveiro;Santa Maria da Feira;Arrifana;400.0;1;01;0109;010902
2024T1;Faro;Silves;Algoz e Tunes;173.0;1;08;0813;081310
2024T1;Castelo Branco;Sertã;Pedrógão Pequeno;250.0;1;05;0509;050911
2024T1;Lisboa;Lisboa;Campolide;630.0;1;11;1106;110610
2024T1;Porto;Paredes;Gandra;630.0;1;13;1310;131011
2024T1;Braga;Guimarães;Candoso São Tiago e Mascotelos;27.6;1;03;0308;030881
2024T1;Lisboa;Sintra;Rio de Mouro;250.0;3;11;1111;111108
2024T1;Leiria;Nazaré;Nazaré;85.0;1;10;1011;101102
2024T1;Lisboa;Lisboa;Santa Maria Maior;400.0;1;11;1106;110665
2024T1;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;199.0;1;15;1510;151007
2024T1;Braga;Braga;Braga (Maximinos, Sé e Cividade);110.0;1;03;0303;030364
2024T1;Lisboa;Amadora;Alfragide;2000.0;1;11;1115;111512
2024T1;Porto;Porto;Paranhos;400.0;1;13;1312;131210
2024T1;Lisboa;Lisboa;São Domingos de Benfica;330.0;1;11;1106;110639
2024T1;Lisboa;Lisboa;Alvalade;264.0;1;11;1106;110654
2024T1;Lisboa;Loures;Santo Antão e São Julião do Tojal;630.0;1;11;1107;110729
2024T1;Aveiro;Mealhada;Mealhada, Ventosa do Bairro e Antes;400.0;1;01;0111;011109
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;52.8;1;13;1317;131730
2024T1;Setúbal;Moita;Alhos Vedros;500.0;1;15;1506;150601
2024T1;Braga;Vila Nova de Famalicão;Esmeriz e Cabeçudos;10.35;1;03;0312;031254
2024T1;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;164.5;1;11;1110;111014
2024T1;Faro;Portimão;Portimão;600.0;1;08;0811;081103
2024T1;Viseu;Lamego;Lamego (Almacave e Sé);630.0;2;18;1805;180525
2024T1;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;1200.0;1;15;1504;150409
2024T1;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;95.0;1;16;1609;160948
2024T1;Braga;Braga;Lomar e Arcos;400.0;1;03;0303;030373
2024T1;Porto;Vila do Conde;Labruge;41.4;1;13;1316;131613
2024T1;Lisboa;Lisboa;Areeiro;3525.0;1;11;1106;110655
2024T1;Lisboa;Alenquer;Abrigada e Cabanas de Torres;100.0;1;11;1101;110117
2024T1;Lisboa;Cascais;Cascais e Estoril;400.0;1;11;1105;110508
2024T1;Santarém;Torres Novas;Torres Novas (Santa Maria, Salvador e Santiago);85.0;1;14;1419;141920
2024T1;Portalegre;Portalegre;Sé e São Lourenço;315.0;1;12;1214;121411
2024T1;Coimbra;Oliveira do Hospital;Nogueira do Cravo;100.0;1;06;0611;061111
2024T1;Viana do Castelo;Ponte de Lima;Refóios do Lima;630.0;1;16;1607;160737
2024T1;Porto;Marco de Canaveses;Marco;160.0;1;13;1307;130736
2024T1;Porto;Vila Nova de Gaia;Avintes;100.0;1;13;1317;131702
2024T1;Braga;Braga;Nogueiró e Tenões;1260.0;1;03;0303;030378
2024T1;Bragança;Bragança;Gostei;1000.0;1;04;0402;040218
2024T1;Coimbra;Coimbra;Eiras e São Paulo de Frades;500.0;1;06;0603;060335
2024T1;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;500.0;1;15;1504;150409
2024T1;Castelo Branco;Covilhã;Covilhã e Canhoso;630.0;2;05;0503;050335
2024T1;Castelo Branco;Proença-a-Nova;Proença-a-Nova e Peral;160.0;1;05;0508;050807
2024T1;Lisboa;Sintra;Massamá e Monte Abraão;66.0;1;11;1111;111125
2024T1;Portalegre;Crato;Crato e Mártires, Flor da Rosa e Vale do Peso;500.0;1;12;1206;120607
2024T1;Lisboa;Amadora;Venteira;1600.0;1;11;1115;111517
2024T1;Lisboa;Loures;Santo Antão e São Julião do Tojal;1000.0;1;11;1107;110729
2024T1;Coimbra;Cantanhede;Tocha;250.0;1;06;0602;060214
2024T1;Leiria;Alcobaça;Benedita;250.0;2;10;1001;100105
2024T1;Lisboa;Lisboa;Ajuda;400.0;1;11;1106;110601
2024T1;Lisboa;Lisboa;Areeiro;1260.0;1;11;1106;110655
2024T1;Coimbra;Tábua;Tábua;400.0;1;06;0616;061614
2024T1;Lisboa;Sintra;Agualva e Mira-Sintra;155.0;1;11;1111;111122
2024T1;Portalegre;Portalegre;Sé e São Lourenço;172.0;1;12;1214;121411
2024T1;Porto;Valongo;Valongo;1000.0;1;13;1315;131505
2024T1;Faro;Loulé;Almancil;345.0;1;08;0808;080801
2024T1;Lisboa;Mafra;Ericeira;66.0;1;11;1109;110906
2024T1;Lisboa;Loures;Sacavém e Prior Velho;500.0;1;11;1107;110727
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;62.0;1;13;1308;130812
2024T1;Évora;Arraiolos;Arraiolos;400.0;1;07;0702;070201
2024T1;Lisboa;Sintra;Rio de Mouro;138.0;1;11;1111;111108
2024T1;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;69.0;1;15;1512;151210
2024T1;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;1430.0;1;13;1313;131313
2024T1;Faro;Faro;Faro (Sé e São Pedro);250.0;1;08;0805;080508
2024T1;Lisboa;Lisboa;São Domingos de Benfica;200.0;1;11;1106;110639
2024T1;Coimbra;Figueira da Foz;Buarcos e São Julião;315.0;1;06;0605;060520
2024T1;Lisboa;Lisboa;Parque das Nações;1418.0;1;11;1106;110662
2024T1;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;192.0;2;15;1510;151007
2024T1;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;6.9;1;10;1012;101210
2024T1;Porto;Vila do Conde;Vila do Conde;340.0;1;13;1316;131628
2024T1;Lisboa;Lisboa;Avenidas Novas;690.0;1;11;1106;110657
2024T1;Viseu;Viseu;Orgens;160.0;1;18;1823;182319
2024T1;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;250.0;1;01;0109;010925
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;250.0;1;13;1312;131217
2024T1;Aveiro;Aveiro;Aradas;100.0;1;01;0105;010501
2024T1;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;100.0;1;10;1012;101210
2024T1;Faro;Faro;Faro (Sé e São Pedro);1200.0;1;08;0805;080508
2024T1;Aveiro;Estarreja;Beduído e Veiros;200.0;1;01;0108;010808
2024T1;Setúbal;Alcochete;Alcochete;630.0;1;15;1502;150201
2024T1;Faro;Lagoa;Porches;400.0;1;08;0806;080604
2024T1;Porto;Maia;Moreira;5640.0;1;13;1306;130609
2024T1;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;41.4;16;14;1418;141821
2024T1;Lisboa;Loures;Santa Iria de Azoia, São João da Talha e Bobadela;300.0;1;11;1107;110728
2024T1;Braga;Guimarães;Oliveira, São Paio e São Sebastião;10.35;1;03;0308;030884
2024T1;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;110.0;1;13;1301;130142
2024T1;Viseu;Viseu;Viseu;125.0;1;18;1823;182341
2024T1;Santarém;Sardoal;Sardoal;100.0;1;14;1417;141703
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;250.0;1;13;1308;130814
2024T1;Lisboa;Amadora;Alfragide;400.0;2;11;1115;111512
2024T1;Setúbal;Barreiro;Barreiro e Lavradio;138.0;1;15;1504;150410
2024T1;Viseu;Viseu;Campo;630.0;1;18;1823;182306
2024T1;Braga;Fafe;Fafe;180.0;1;03;0307;030709
