Ano;Semestre;data semestre;Concelho;Pedidos de Ligação à Rede Executados (#);CodConcelho
2024;2;2024 Sem. 2;Vila Nova de Foz Côa;37.0;0914
2024;2;2024 Sem. 2;Torres Vedras;413.0;1113
2024;2;2024 Sem. 2;Olhão;158.0;0810
2024;2;2024 Sem. 2;Felgueiras;451.0;1303
2024;2;2024 Sem. 2;Vila do Conde;384.0;1316
2024;2;2024 Sem. 2;Ribeira de Pena;77.0;1709
2024;2;2024 Sem. 2;Castanheira de Pêra;30.0;1007
2024;2;2024 Sem. 2;Sobral de Monte Agraço;90.0;1112
2024;2;2024 Sem. 2;Mêda;45.0;0909
2024;2;2024 Sem. 2;Marco de Canaveses;388.0;1307
2024;2;2024 Sem. 2;Amares;159.0;0301
2024;2;2024 Sem. 2;Mourão;42.0;0708
2024;2;2024 Sem. 2;Gondomar;560.0;1304
2024;2;2024 Sem. 2;Macedo de Cavaleiros;114.0;0405
2024;2;2024 Sem. 2;Murtosa;83.0;0112
2024;2;2024 Sem. 2;Lousada;412.0;1305
2024;2;2024 Sem. 2;Vale de Cambra;150.0;0119
2024;2;2024 Sem. 2;Matosinhos;412.0;1308
2024;2;2024 Sem. 2;Sever do Vouga;97.0;0117
2024;2;2024 Sem. 2;Anadia;139.0;0103
2024;2;2024 Sem. 2;Lamego;224.0;1805
2024;2;2024 Sem. 2;Aveiro;355.0;0105
2024;2;2024 Sem. 2;Castelo de Vide;17.0;1205
2024;2;2024 Sem. 2;Ponte de Lima;527.0;1607
2024;2;2024 Sem. 2;Tarouca;92.0;1820
2024;2;2024 Sem. 2;Gavião;23.0;1209
2024;2;2024 Sem. 2;Fornos de Algodres;35.0;0905
2024;2;2024 Sem. 2;Proença-a-Nova;71.0;0508
2024;2;2024 Sem. 2;Odivelas;219.0;1116
2024;2;2024 Sem. 2;Ansião;101.0;1003
2024;2;2024 Sem. 2;Freixo de Espada À Cinta;26.0;0404
2024;2;2024 Sem. 2;Serpa;107.0;0213
2024;2;2024 Sem. 2;Lousã;105.0;0607
2024;2;2024 Sem. 2;Vila de Rei;33.0;0510
2024;2;2024 Sem. 2;Vila Nova de Gaia;947.0;1317
2024;2;2024 Sem. 2;Caldas da Rainha;415.0;1006
2024;2;2024 Sem. 2;Vieira do Minho;180.0;0311
2024;2;2024 Sem. 2;Monchique;44.0;0809
2024;2;2024 Sem. 2;Golegã;89.0;1412
2024;2;2024 Sem. 2;Nisa;39.0;1212
2024;2;2024 Sem. 2;Braga;917.0;0303
2024;2;2024 Sem. 2;Penedono;28.0;1812
2024;2;2024 Sem. 2;Peso da Régua;105.0;1708
2024;2;2024 Sem. 2;Batalha;115.0;1004
2024;2;2024 Sem. 2;Ferreira do Zêzere;108.0;1411
2024;2;2024 Sem. 2;Castelo Branco;295.0;0502
2024;2;2024 Sem. 2;Leiria;925.0;1009
2024;2;2024 Sem. 2;Mora;37.0;0707
2024;2;2024 Sem. 2;Monção;212.0;1604
2024;2;2024 Sem. 2;Penela;51.0;0614
2024;2;2024 Sem. 2;Murça;48.0;1707
2024;2;2024 Sem. 2;Sardoal;33.0;1417
2024;2;2024 Sem. 2;Tábua;105.0;0616
2024;2;2024 Sem. 2;Marvão;30.0;1210
2024;2;2024 Sem. 2;Alcobaça;471.0;1001
2024;2;2024 Sem. 2;Santo Tirso;335.0;1314
2024;2;2024 Sem. 2;São Pedro do Sul;122.0;1816
2024;2;2024 Sem. 2;Aljustrel;64.0;0201
2024;2;2024 Sem. 2;Mesão Frio;25.0;1704
2024;2;2024 Sem. 2;Espinho;114.0;0107
2024;2;2024 Sem. 2;Sintra;636.0;1111
2024;2;2024 Sem. 2;Faro;294.0;0805
2024;2;2024 Sem. 2;Carrazeda de Ansiães;59.0;0403
2024;2;2024 Sem. 2;Alter do Chão;22.0;1201
2024;2;2024 Sem. 2;Castro Verde;51.0;0206
2025;1;2025 Sem. 1;Setúbal;213.0;1512
2025;1;2025 Sem. 1;Vila Nova da Barquinha;17.0;1420
2025;1;2025 Sem. 1;Penacova;56.0;0613
2025;1;2025 Sem. 1;Alenquer;111.0;1101
2025;1;2025 Sem. 1;Odivelas;107.0;1116
2025;1;2025 Sem. 1;Marvão;20.0;1210
2025;1;2025 Sem. 1;Serpa;66.0;0213
2025;1;2025 Sem. 1;Lourinhã;130.0;1108
2025;1;2025 Sem. 1;Santa Comba Dão;42.0;1814
2025;1;2025 Sem. 1;Grândola;86.0;1505
2025;1;2025 Sem. 1;Arganil;32.0;0601
2025;1;2025 Sem. 1;Barcelos;504.0;0302
2025;1;2025 Sem. 1;Portimão;101.0;0811
2025;1;2025 Sem. 1;Marinha Grande;114.0;1010
2025;1;2025 Sem. 1;Porto;325.0;1312
2025;1;2025 Sem. 1;Leiria;453.0;1009
2025;1;2025 Sem. 1;Miranda do Corvo;54.0;0609
2025;1;2025 Sem. 1;Anadia;105.0;0103
2025;1;2025 Sem. 1;Golegã;33.0;1412
2025;1;2025 Sem. 1;Mora;20.0;0707
2025;1;2025 Sem. 1;Gavião;15.0;1209
2025;1;2025 Sem. 1;Alpiarça;27.0;1404
2025;1;2025 Sem. 1;São Pedro do Sul;83.0;1816
2025;1;2025 Sem. 1;Cascais;411.0;1105
2025;1;2025 Sem. 1;Moura;28.0;0210
2025;1;2025 Sem. 1;Esposende;175.0;0306
2025;1;2025 Sem. 1;Ourique;27.0;0212
2025;1;2025 Sem. 1;Arraiolos;30.0;0702
2025;1;2025 Sem. 1;Covilhã;142.0;0503
2025;1;2025 Sem. 1;Castro daire;68.0;1803
2025;1;2025 Sem. 1;Avis;8.0;1203
2025;1;2025 Sem. 1;Lagos;109.0;0807
2025;1;2025 Sem. 1;Sever do Vouga;40.0;0117
2025;1;2025 Sem. 1;Resende;50.0;1813
2025;1;2025 Sem. 1;Carregal do Sal;37.0;1802
2025;1;2025 Sem. 1;Santarém;238.0;1416
2025;1;2025 Sem. 1;Castelo de Paiva;56.0;0106
2025;1;2025 Sem. 1;Nisa;18.0;1212
2025;1;2025 Sem. 1;Águeda;127.0;0101
2025;1;2025 Sem. 1;Macedo de Cavaleiros;69.0;0405
2025;1;2025 Sem. 1;Vagos;112.0;0118
2025;1;2025 Sem. 1;Espinho;58.0;0107
2025;1;2025 Sem. 1;Soure;69.0;0615
2025;1;2025 Sem. 1;Sintra;312.0;1111
2025;1;2025 Sem. 1;Lisboa;827.0;1106
2025;1;2025 Sem. 1;Tavira;114.0;0814
2025;1;2025 Sem. 1;Monforte;9.0;1211
2025;1;2025 Sem. 1;Guimarães;442.0;0308
2025;1;2025 Sem. 1;Tarouca;28.0;1820
2025;1;2025 Sem. 1;Caldas da Rainha;176.0;1006
2025;1;2025 Sem. 1;Sardoal;17.0;1417
2025;1;2025 Sem. 1;São João da Pesqueira;45.0;1815
2025;1;2025 Sem. 1;Caminha;77.0;1602
2025;1;2025 Sem. 1;Murça;22.0;1707
2025;1;2025 Sem. 1;Arruda dos Vinhos;54.0;1102
2025;1;2025 Sem. 1;Palmela;244.0;1508
2025;1;2025 Sem. 1;Mogadouro;31.0;0408
2025;1;2025 Sem. 1;Manteigas;6.0;0908
2025;1;2025 Sem. 1;Paredes;206.0;1310
2025;1;2025 Sem. 1;Oeiras;181.0;1110
2025;1;2025 Sem. 1;Vidigueira;22.0;0214
2025;1;2025 Sem. 1;Barrancos;6.0;0204
2025;1;2025 Sem. 1;Viseu;323.0;1823
2025;1;2025 Sem. 1;Sines;45.0;1513
2025;1;2025 Sem. 1;Celorico de Basto;100.0;0305
2025;1;2025 Sem. 1;Góis;11.0;0606
2025;1;2025 Sem. 1;Marco de Canaveses;196.0;1307
2025;1;2025 Sem. 1;Loures;221.0;1107
2025;1;2025 Sem. 1;Paredes de Coura;48.0;1605
2025;1;2025 Sem. 1;Portalegre;48.0;1214
2025;1;2025 Sem. 1;Almeida;15.0;0902
2025;1;2025 Sem. 1;Montemor-o-Novo;52.0;0706
2025;1;2025 Sem. 1;Vieira do Minho;92.0;0311
2025;1;2025 Sem. 1;Vila Nova de Famalicão;410.0;0312
2025;1;2025 Sem. 1;Paços de Ferreira;196.0;1309
2025;1;2025 Sem. 1;Entroncamento;28.0;1410
2025;1;2025 Sem. 1;Aveiro;209.0;0105
2025;1;2025 Sem. 1;Alcoutim;29.0;0802
2025;1;2025 Sem. 1;Vila Flor;18.0;0410
2025;1;2025 Sem. 1;Barreiro;57.0;1504
2025;1;2025 Sem. 1;Sabugal;60.0;0911
2025;1;2025 Sem. 1;Ansião;74.0;1003
2025;1;2025 Sem. 1;Odemira;106.0;0211
2025;1;2025 Sem. 1;Sobral de Monte Agraço;46.0;1112
2025;1;2025 Sem. 1;Alvaiázere;34.0;1002
2025;1;2025 Sem. 1;Redondo;19.0;0710
2025;1;2025 Sem. 1;Monchique;17.0;0809
2025;1;2025 Sem. 1;Proença-a-Nova;45.0;0508
2025;1;2025 Sem. 1;Alvito;8.0;0203
2022;2;2022 Sem. 2;Almeirim;115.0;1403
2022;2;2022 Sem. 2;Torres Novas;362.0;1419
2022;2;2022 Sem. 2;Pedrógão Grande;60.0;1013
2022;2;2022 Sem. 2;Lagoa;221.0;0806
2022;2;2022 Sem. 2;Penafiel;827.0;1311
2022;2;2022 Sem. 2;Ovar;435.0;0115
2022;2;2022 Sem. 2;Vila Franca de Xira;295.0;1114
2022;2;2022 Sem. 2;Monção;246.0;1604
2022;2;2022 Sem. 2;Pinhel;69.0;0910
2022;2;2022 Sem. 2;Gondomar;729.0;1304
2022;2;2022 Sem. 2;Fornos de Algodres;64.0;0905
2022;2;2022 Sem. 2;Vila Nova de Famalicão;1107.0;0312
2022;2;2022 Sem. 2;Arganil;166.0;0601
2022;2;2022 Sem. 2;Alter do Chão;22.0;1201
2022;2;2022 Sem. 2;Mirandela;254.0;0407
2022;2;2022 Sem. 2;Vimioso;61.0;0411
2022;2;2022 Sem. 2;Óbidos;195.0;1012
2022;2;2022 Sem. 2;Tondela;291.0;1821
2021;1;2021 Sem. 1;São Brás de Alportel;62.0;0812
2021;1;2021 Sem. 1;Valpaços;150.0;1712
2021;1;2021 Sem. 1;Vila Pouca de Aguiar;64.0;1713
2021;1;2021 Sem. 1;Arruda dos Vinhos;28.0;1102
2021;1;2021 Sem. 1;Vila do Conde;192.0;1316
2021;1;2021 Sem. 1;Entroncamento;27.0;1410
2021;1;2021 Sem. 1;Seia;90.0;0912
2021;1;2021 Sem. 1;Porto de Mós;95.0;1016
2021;1;2021 Sem. 1;Mourão;17.0;0708
2021;1;2021 Sem. 1;Redondo;20.0;0710
2021;1;2021 Sem. 1;Valença;87.0;1608
2021;1;2021 Sem. 1;Amarante;218.0;1301
2021;1;2021 Sem. 1;Cantanhede;149.0;0602
2021;1;2021 Sem. 1;Penacova;41.0;0613
2021;1;2021 Sem. 1;Covilhã;179.0;0503
2021;1;2021 Sem. 1;Cartaxo;54.0;1406
2021;1;2021 Sem. 1;Santa Maria da Feira;375.0;0109
2021;1;2021 Sem. 1;Santarém;129.0;1416
2021;1;2021 Sem. 1;Carrazeda de Ansiães;40.0;0403
2021;1;2021 Sem. 1;Pombal;304.0;1015
2021;1;2021 Sem. 1;Moita;105.0;1506
2021;1;2021 Sem. 1;Mafra;173.0;1109
2021;1;2021 Sem. 1;Mogadouro;37.0;0408
2021;1;2021 Sem. 1;Carregal do Sal;47.0;1802
2021;1;2021 Sem. 1;Vendas Novas;24.0;0712
2021;1;2021 Sem. 1;Alpiarça;23.0;1404
2021;1;2021 Sem. 1;Proença-a-Nova;66.0;0508
2021;1;2021 Sem. 1;Peniche;107.0;1014
2021;1;2021 Sem. 1;Elvas;67.0;1207
2021;1;2021 Sem. 1;Nazaré;96.0;1011
2021;1;2021 Sem. 1;Sines;54.0;1513
2021;1;2021 Sem. 1;Loulé;403.0;0808
2021;1;2021 Sem. 1;Póvoa de Varzim;233.0;1313
2021;1;2021 Sem. 1;Macedo de Cavaleiros;54.0;0405
2021;1;2021 Sem. 1;Terras de Bouro;53.0;0310
2021;1;2021 Sem. 1;Torre de Moncorvo;31.0;0409
2021;1;2021 Sem. 1;Oliveira de Frades;49.0;1810
2021;1;2021 Sem. 1;Viseu;434.0;1823
2021;1;2021 Sem. 1;Guarda;124.0;0907
2021;1;2021 Sem. 1;Murça;40.0;1707
2021;1;2021 Sem. 1;Vila Viçosa;17.0;0714
2021;1;2021 Sem. 1;Cabeceiras de Basto;85.0;0304
2021;1;2021 Sem. 1;Batalha;82.0;1004
2021;1;2021 Sem. 1;Coimbra;359.0;0603
2021;1;2021 Sem. 1;Albufeira;180.0;0801
2021;1;2021 Sem. 1;Barreiro;64.0;1504
2021;1;2021 Sem. 1;Sernancelhe;33.0;1818
2021;1;2021 Sem. 1;Beja;127.0;0205
2021;1;2021 Sem. 1;Ferreira do Zêzere;55.0;1411
2021;1;2021 Sem. 1;Fafe;254.0;0307
2021;1;2021 Sem. 1;Penela;27.0;0614
2021;1;2021 Sem. 1;Bombarral;44.0;1005
2021;1;2021 Sem. 1;Vizela;117.0;0314
2021;1;2021 Sem. 1;Marinha Grande;130.0;1010
2021;1;2021 Sem. 1;Castelo Branco;171.0;0502
2021;1;2021 Sem. 1;Constância;7.0;1408
2021;1;2021 Sem. 1;Arouca;88.0;0104
2021;1;2021 Sem. 1;Caminha;125.0;1602
2021;1;2021 Sem. 1;Grândola;96.0;1505
2021;1;2021 Sem. 1;Paredes de Coura;51.0;1605
2021;1;2021 Sem. 1;Odemira;147.0;0211
2021;1;2021 Sem. 1;Moura;43.0;0210
2021;1;2021 Sem. 1;Portel;28.0;0709
2021;1;2021 Sem. 1;Chamusca;18.0;1407
2021;1;2021 Sem. 1;Serpa;68.0;0213
2021;1;2021 Sem. 1;Tomar;103.0;1418
2021;1;2021 Sem. 1;Pinhel;33.0;0910
2021;1;2021 Sem. 1;Matosinhos;345.0;1308
2021;1;2021 Sem. 1;Celorico de Basto;145.0;0305
2021;1;2021 Sem. 1;Cascais;353.0;1105
2021;1;2021 Sem. 1;Silves;173.0;0813
2021;1;2021 Sem. 1;Torres Vedras;237.0;1113
2021;1;2021 Sem. 1;Arcos de Valdevez;167.0;1601
2021;1;2021 Sem. 1;Arraiolos;36.0;0702
2021;1;2021 Sem. 1;Mondim de Basto;76.0;1705
2021;1;2021 Sem. 1;Lourinhã;142.0;1108
2021;1;2021 Sem. 1;Albergaria-a-Velha;52.0;0102
2021;1;2021 Sem. 1;Manteigas;7.0;0908
2021;1;2021 Sem. 1;Vila Franca de Xira;91.0;1114
2021;1;2021 Sem. 1;Sabugal;52.0;0911
2021;1;2021 Sem. 1;Cadaval;49.0;1104
2021;1;2021 Sem. 1;Castro daire;92.0;1803
2021;1;2021 Sem. 1;Lagoa;152.0;0806
2021;1;2021 Sem. 1;Anadia;62.0;0103
2021;1;2021 Sem. 1;Vila de Rei;33.0;0510
2021;1;2021 Sem. 1;Ponte de Sor;57.0;1213
2021;1;2021 Sem. 1;Vila Velha de Ródão;45.0;0511
2021;1;2021 Sem. 1;Baião;57.0;1302
2021;1;2021 Sem. 1;Pedrógão Grande;31.0;1013
2021;1;2021 Sem. 1;Cinfães;100.0;1804
2021;1;2021 Sem. 1;Murtosa;37.0;0112
2021;1;2021 Sem. 1;Ovar;200.0;0115
2021;1;2021 Sem. 1;Alvito;13.0;0203
2021;1;2021 Sem. 1;Viana do Alentejo;15.0;0713
2021;2;2021 Sem. 2;Olhão;256.0;0810
2021;2;2021 Sem. 2;Almodôvar;59.0;0202
2021;2;2021 Sem. 2;Cabeceiras de Basto;141.0;0304
2021;2;2021 Sem. 2;Arganil;75.0;0601
2021;2;2021 Sem. 2;São Brás de Alportel;103.0;0812
2021;2;2021 Sem. 2;Felgueiras;386.0;1303
2021;2;2021 Sem. 2;Paços de Ferreira;440.0;1309
2021;2;2021 Sem. 2;Golegã;75.0;1412
2021;2;2021 Sem. 2;Condeixa-a-Nova;144.0;0604
2021;2;2021 Sem. 2;Serpa;110.0;0213
2021;2;2021 Sem. 2;Sardoal;36.0;1417
2021;2;2021 Sem. 2;Pinhel;99.0;0910
2021;2;2021 Sem. 2;Viseu;821.0;1823
2021;2;2021 Sem. 2;Vila Viçosa;33.0;0714
2021;2;2021 Sem. 2;Peso da Régua;88.0;1708
2021;2;2021 Sem. 2;Seia;150.0;0912
2021;2;2021 Sem. 2;Constância;23.0;1408
2021;2;2021 Sem. 2;Castelo de Paiva;120.0;0106
2021;2;2021 Sem. 2;Arcos de Valdevez;238.0;1601
2021;2;2021 Sem. 2;Bombarral;91.0;1005
2021;2;2021 Sem. 2;Mirandela;170.0;0407
2021;2;2021 Sem. 2;Oleiros;49.0;0506
2021;2;2021 Sem. 2;Ovar;356.0;0115
2021;2;2021 Sem. 2;Belmonte;44.0;0501
2021;2;2021 Sem. 2;Vagos;248.0;0118
2021;2;2021 Sem. 2;Chamusca;64.0;1407
2021;2;2021 Sem. 2;Mealhada;133.0;0111
2021;2;2021 Sem. 2;Lamego;216.0;1805
2021;2;2021 Sem. 2;Vila Nova de Cerveira;81.0;1610
2021;2;2021 Sem. 2;Alcácer do Sal;131.0;1501
2021;2;2021 Sem. 2;Celorico de Basto;152.0;0305
2021;2;2021 Sem. 2;Penedono;27.0;1812
2021;2;2021 Sem. 2;Portimão;271.0;0811
2021;2;2021 Sem. 2;Figueira de Castelo Rodrigo;35.0;0904
2021;2;2021 Sem. 2;Viana do Alentejo;38.0;0713
2021;2;2021 Sem. 2;Sines;70.0;1513
2021;2;2021 Sem. 2;Alcoutim;36.0;0802
2021;2;2021 Sem. 2;Reguengos de Monsaraz;85.0;0711
2021;2;2021 Sem. 2;Valongo;347.0;1315
2021;2;2021 Sem. 2;Viana do Castelo;760.0;1609
2021;2;2021 Sem. 2;Penacova;79.0;0613
2021;2;2021 Sem. 2;Baião;125.0;1302
2021;2;2021 Sem. 2;Almeirim;122.0;1403
2021;2;2021 Sem. 2;Vila Nova da Barquinha;60.0;1420
2021;2;2021 Sem. 2;Penafiel;593.0;1311
2021;2;2021 Sem. 2;Vila Franca de Xira;275.0;1114
2021;2;2021 Sem. 2;Trofa;249.0;1318
2021;2;2021 Sem. 2;Vila do Conde;523.0;1316
2021;2;2021 Sem. 2;Freixo de Espada À Cinta;41.0;0404
2021;2;2021 Sem. 2;Leiria;1143.0;1009
2021;2;2021 Sem. 2;Ferreira do Zêzere;71.0;1411
2021;2;2021 Sem. 2;Vila Nova de Famalicão;1047.0;0312
2021;2;2021 Sem. 2;Vila Verde;529.0;0313
2021;2;2021 Sem. 2;Lousã;102.0;0607
2021;2;2021 Sem. 2;Montemor-o-Novo;105.0;0706
2021;2;2021 Sem. 2;Vinhais;138.0;0412
2021;2;2021 Sem. 2;Fundão;241.0;0504
2021;2;2021 Sem. 2;Miranda do douro;77.0;0406
2021;2;2021 Sem. 2;Gouveia;75.0;0906
2021;2;2021 Sem. 2;Almada;683.0;1503
2021;2;2021 Sem. 2;Ponte de Sor;114.0;1213
2021;2;2021 Sem. 2;Montijo;188.0;1507
2021;2;2021 Sem. 2;Ansião;127.0;1003
2021;2;2021 Sem. 2;Valença;161.0;1608
2021;2;2021 Sem. 2;Vizela;234.0;0314
2021;2;2021 Sem. 2;Torres Novas;216.0;1419
2021;2;2021 Sem. 2;Torre de Moncorvo;62.0;0409
2021;2;2021 Sem. 2;Penalva do Castelo;96.0;1811
2021;2;2021 Sem. 2;Santa Comba Dão;107.0;1814
2021;2;2021 Sem. 2;Vila do Bispo;55.0;0815
2021;2;2021 Sem. 2;Macedo de Cavaleiros;100.0;0405
2021;2;2021 Sem. 2;Águeda;360.0;0101
2021;2;2021 Sem. 2;Oliveira de Azeméis;375.0;0113
2021;2;2021 Sem. 2;Silves;309.0;0813
2021;2;2021 Sem. 2;Arruda dos Vinhos;112.0;1102
2021;2;2021 Sem. 2;Torres Vedras;507.0;1113
2021;2;2021 Sem. 2;Figueiró dos Vinhos;35.0;1008
2021;2;2021 Sem. 2;Lourinhã;226.0;1108
2021;2;2021 Sem. 2;Peniche;187.0;1014
2021;2;2021 Sem. 2;Ourém;309.0;1421
2021;2;2021 Sem. 2;Tarouca;79.0;1820
2021;2;2021 Sem. 2;Vidigueira;48.0;0214
2021;2;2021 Sem. 2;Maia;487.0;1306
2021;2;2021 Sem. 2;Penamacor;56.0;0507
2021;2;2021 Sem. 2;Crato;43.0;1206
2021;2;2021 Sem. 2;Soure;138.0;0615
2021;2;2021 Sem. 2;Fafe;429.0;0307
2021;2;2021 Sem. 2;Loures;483.0;1107
2021;2;2021 Sem. 2;Marinha Grande;297.0;1010
2021;2;2021 Sem. 2;Lousada;449.0;1305
2021;2;2021 Sem. 2;Monchique;38.0;0809
2021;2;2021 Sem. 2;Sernancelhe;53.0;1818
2021;2;2021 Sem. 2;Matosinhos;548.0;1308
2021;2;2021 Sem. 2;Gondomar;497.0;1304
2021;2;2021 Sem. 2;Nisa;51.0;1212
2021;2;2021 Sem. 2;Sátão;139.0;1817
2021;2;2021 Sem. 2;Penela;62.0;0614
2021;2;2021 Sem. 2;Sabugal;111.0;0911
2021;2;2021 Sem. 2;Nazaré;123.0;1011
2021;2;2021 Sem. 2;Vila Flor;35.0;0410
2022;1;2022 Sem. 1;Vila Nova de Gaia;1204.0;1317
2022;1;2022 Sem. 1;Terras de Bouro;98.0;0310
2022;1;2022 Sem. 1;Fundão;262.0;0504
2022;1;2022 Sem. 1;Alcobaça;524.0;1001
2022;1;2022 Sem. 1;Nazaré;121.0;1011
2022;1;2022 Sem. 1;Reguengos de Monsaraz;75.0;0711
2022;1;2022 Sem. 1;Campo Maior;71.0;1204
2022;1;2022 Sem. 1;Mourão;31.0;0708
2022;1;2022 Sem. 1;Entroncamento;108.0;1410
2022;1;2022 Sem. 1;Santa Maria da Feira;927.0;0109
2022;1;2022 Sem. 1;Paredes de Coura;59.0;1605
2022;1;2022 Sem. 1;Cascais;983.0;1105
2022;1;2022 Sem. 1;Serpa;130.0;0213
2022;1;2022 Sem. 1;Estarreja;227.0;0108
2022;1;2022 Sem. 1;Monforte;22.0;1211
2022;1;2022 Sem. 1;Loures;611.0;1107
2022;1;2022 Sem. 1;Leiria;1305.0;1009
2022;1;2022 Sem. 1;Mira;96.0;0608
2022;1;2022 Sem. 1;Pampilhosa da Serra;33.0;0612
2022;1;2022 Sem. 1;Bombarral;114.0;1005
2022;1;2022 Sem. 1;Peniche;196.0;1014
2022;1;2022 Sem. 1;Paços de Ferreira;647.0;1309
2022;1;2022 Sem. 1;Melgaço;65.0;1603
2022;1;2022 Sem. 1;Cinfães;139.0;1804
2022;1;2022 Sem. 1;Amarante;447.0;1301
2022;1;2022 Sem. 1;Mogadouro;84.0;0408
2022;1;2022 Sem. 1;Sintra;1050.0;1111
2022;1;2022 Sem. 1;Pombal;456.0;1015
2022;1;2022 Sem. 1;Mirandela;160.0;0407
2022;1;2022 Sem. 1;Constância;38.0;1408
2022;1;2022 Sem. 1;Moita;303.0;1506
2022;1;2022 Sem. 1;São Brás de Alportel;85.0;0812
2022;1;2022 Sem. 1;Vila Viçosa;43.0;0714
2022;1;2022 Sem. 1;Marinha Grande;286.0;1010
2022;1;2022 Sem. 1;Vieira do Minho;129.0;0311
2022;1;2022 Sem. 1;Tarouca;89.0;1820
2022;1;2022 Sem. 1;Borba;45.0;0703
2022;1;2022 Sem. 1;Marco de Canaveses;435.0;1307
2022;1;2022 Sem. 1;Sesimbra;583.0;1511
2022;1;2022 Sem. 1;Rio Maior;182.0;1414
2022;1;2022 Sem. 1;Beja;175.0;0205
2022;1;2022 Sem. 1;Ourém;324.0;1421
2022;1;2022 Sem. 1;Alpiarça;51.0;1404
2022;1;2022 Sem. 1;Viseu;957.0;1823
2022;1;2022 Sem. 1;Condeixa-a-Nova;132.0;0604
2022;1;2022 Sem. 1;Montalegre;99.0;1706
2022;1;2022 Sem. 1;Vimioso;83.0;0411
2022;1;2022 Sem. 1;Pedrógão Grande;40.0;1013
2022;1;2022 Sem. 1;Ferreira do Alentejo;47.0;0208
2022;1;2022 Sem. 1;Gavião;40.0;1209
2022;1;2022 Sem. 1;Oliveira de Azeméis;349.0;0113
2022;1;2022 Sem. 1;Alcácer do Sal;97.0;1501
2022;1;2022 Sem. 1;Penacova;145.0;0613
2022;1;2022 Sem. 1;Portimão;273.0;0811
2022;1;2022 Sem. 1;Aljustrel;72.0;0201
2022;1;2022 Sem. 1;Abrantes;230.0;1401
2022;1;2022 Sem. 1;Arraiolos;92.0;0702
2022;1;2022 Sem. 1;Belmonte;45.0;0501
2022;1;2022 Sem. 1;Vila do Bispo;66.0;0815
2022;1;2022 Sem. 1;Castelo Branco;374.0;0502
2022;1;2022 Sem. 1;Redondo;40.0;0710
2022;1;2022 Sem. 1;Tabuaço;66.0;1819
2022;1;2022 Sem. 1;Figueiró dos Vinhos;38.0;1008
2022;1;2022 Sem. 1;Soure;133.0;0615
2022;1;2022 Sem. 1;Sátão;129.0;1817
2022;1;2022 Sem. 1;Barcelos;1185.0;0302
2022;1;2022 Sem. 1;Sertã;132.0;0509
2022;1;2022 Sem. 1;Santiago do Cacém;256.0;1509
2022;1;2022 Sem. 1;Oliveira do Bairro;269.0;0114
2022;1;2022 Sem. 1;Nisa;62.0;1212
2022;1;2022 Sem. 1;Freixo de Espada À Cinta;31.0;0404
2022;1;2022 Sem. 1;Lisboa;1086.0;1106
2022;1;2022 Sem. 1;Montijo;337.0;1507
2022;1;2022 Sem. 1;Arronches;28.0;1202
2022;1;2022 Sem. 1;Ponte de Sor;114.0;1213
2022;1;2022 Sem. 1;Guarda;246.0;0907
2022;1;2022 Sem. 1;Alter do Chão;29.0;1201
2022;1;2022 Sem. 1;Nelas;105.0;1809
2022;1;2022 Sem. 1;Batalha;174.0;1004
2022;1;2022 Sem. 1;Póvoa de Varzim;502.0;1313
2022;1;2022 Sem. 1;Alvito;19.0;0203
2022;1;2022 Sem. 1;Vila Nova da Barquinha;95.0;1420
2022;1;2022 Sem. 1;Carregal do Sal;98.0;1802
2022;1;2022 Sem. 1;Miranda do douro;90.0;0406
2022;1;2022 Sem. 1;Mértola;90.0;0209
2022;1;2022 Sem. 1;Arcos de Valdevez;292.0;1601
2022;1;2022 Sem. 1;Évora;317.0;0705
2022;1;2022 Sem. 1;Portalegre;139.0;1214
2022;1;2022 Sem. 1;Alfândega da Fé;55.0;0401
2022;1;2022 Sem. 1;Barrancos;8.0;0204
2022;2;2022 Sem. 2;Aljustrel;85.0;0201
2022;2;2022 Sem. 2;Seixal;1149.0;1510
2022;2;2022 Sem. 2;Évora;276.0;0705
2022;2;2022 Sem. 2;Santo Tirso;554.0;1314
2022;2;2022 Sem. 2;Aljezur;106.0;0803
2022;2;2022 Sem. 2;Azambuja;122.0;1103
2022;2;2022 Sem. 2;Mogadouro;169.0;0408
2022;2;2022 Sem. 2;Vale de Cambra;192.0;0119
2022;2;2022 Sem. 2;Vila Viçosa;64.0;0714
2022;2;2022 Sem. 2;Nazaré;128.0;1011
2022;2;2022 Sem. 2;Fundão;243.0;0504
2022;2;2022 Sem. 2;Odivelas;319.0;1116
2022;2;2022 Sem. 2;Vila Real de Santo António;117.0;0816
2022;2;2022 Sem. 2;Tarouca;115.0;1820
2022;2;2022 Sem. 2;Alcochete;115.0;1502
2022;2;2022 Sem. 2;Arruda dos Vinhos;111.0;1102
2022;2;2022 Sem. 2;Alcanena;121.0;1402
2022;2;2022 Sem. 2;Aveiro;767.0;0105
2022;2;2022 Sem. 2;Resende;127.0;1813
2022;2;2022 Sem. 2;Barcelos;1275.0;0302
2022;2;2022 Sem. 2;Elvas;233.0;1207
2022;2;2022 Sem. 2;Mafra;645.0;1109
2022;2;2022 Sem. 2;Mira;119.0;0608
2022;2;2022 Sem. 2;Cabeceiras de Basto;282.0;0304
