Ano;Semestre;Concelho;Potência de Ligação (kW);Processos Concluídos (#);CodConcelho
2021;2;Figueiró dos Vinhos;9.07;7.0;1008
2021;2;Peniche;224.64000000000001;49.0;1014
2021;2;Oliveira do Bairro;248.89;75.0;0114
2021;2;Redondo;15.32;9.0;0710
2021;2;Ourém;317.72;112.0;1421
2021;2;Mondim de Basto;29.61;21.0;1705
2021;2;Monção;119.9;16.0;1604
2021;2;Vidigueira;5.27;9.0;0214
2021;2;Castro daire;208.63;25.0;1803
2021;2;Ourique;74.78999999999999;22.0;0212
2021;2;Aveiro;1491.6000000000001;224.0;0105
2021;2;Beja;128.55;50.0;0205
2021;2;Mora;104.58;17.0;0707
2021;2;Penamacor;28.8;15.0;0507
2021;2;Soure;72.75000000000001;55.0;0615
2021;2;Elvas;115.47999999999999;26.0;1207
2021;2;Crato;17.200000000000003;13.0;1206
2021;2;Fafe;247.56999999999996;112.0;0307
2021;2;Ponte de Lima;600.5799999999999;89.0;1607
2021;2;Marvão;18.8;10.0;1210
2021;2;Esposende;207.78999999999996;120.0;0306
2021;2;Sernancelhe;43.4;8.0;1818
2021;2;Gondomar;851.84;231.0;1304
2021;2;Sever do Vouga;90.85000000000001;34.0;0117
2021;2;Nisa;30.47;22.0;1212
2021;2;Sabugal;106.97999999999999;35.0;0911
2021;2;Nazaré;103.48;39.0;1011
2021;2;Mêda;17.5;9.0;0909
2021;2;Montalegre;55.05;15.0;1706
2021;2;Barrancos;3.0;1.0;0204
2022;1;Vizela;381.84;132.0;0314
2022;1;Mora;30.920000000000005;23.0;0707
2022;1;Vila Nova de Gaia;1686.4000000000005;561.0;1317
2022;1;Terras de Bouro;32.47;28.0;0310
2022;1;Avis;23.44;12.0;1203
2022;1;Nazaré;110.69999999999999;56.0;1011
2022;1;Reguengos de Monsaraz;51.12;29.0;0711
2022;1;Odivelas;281.01;142.0;1116
2022;1;Mourão;73.73;7.0;0708
2022;1;Murtosa;227.25;40.0;0112
2022;1;Cabeceiras de Basto;83.58999999999999;37.0;0304
2022;1;Espinho;131.35;64.0;0107
2022;1;Santa Maria da Feira;3001.07;434.0;0109
2022;1;Amares;181.56;79.0;0301
2022;1;Paredes de Coura;74.42;23.0;1605
2022;1;Montemor-o-Velho;243.67000000000002;98.0;0610
2022;1;Almeida;102.79;18.0;0902
2022;1;Sever do Vouga;314.54;38.0;0117
2022;1;Castelo de Vide;36.55;21.0;1205
2022;1;Sobral de Monte Agraço;294.73999999999995;45.0;1112
2022;1;Celorico da Beira;26.560000000000002;17.0;0903
2022;1;Tomar;653.73;134.0;1418
2022;1;Melgaço;45.57;13.0;1603
2022;1;Cartaxo;300.39;72.0;1406
2022;1;Oleiros;80.47;30.0;0506
2022;1;Mangualde;414.81;64.0;1806
2022;1;Penalva do Castelo;26.54;16.0;1811
2022;1;Moita;408.58;133.0;1506
2022;1;Constância;20.45;14.0;1408
2022;1;Lagoa;336.21000000000004;80.0;0806
2022;1;Proença-a-Nova;93.58;30.0;0508
2022;1;Oeiras;1578.55;282.0;1110
2022;1;Vila Real;855.3100000000002;158.0;1714
2022;1;Sines;63.43;32.0;1513
2022;1;Tarouca;32.92;21.0;1820
2022;1;Borba;79.55;16.0;0703
2022;1;Esposende;294.87;139.0;0306
2022;1;Monção;443.63;33.0;1604
2022;1;Alcanena;1606.34;55.0;1402
2022;1;Faro;474.62;119.0;0805
2022;1;Alcoutim;2.1;2.0;0802
2022;1;Trofa;1948.98;140.0;1318
2022;1;Castro daire;146.1;54.0;1803
2022;1;Beja;598.1800000000001;61.0;0205
2022;1;Valongo;690.64;199.0;1315
2022;1;Silves;232.04999999999995;79.0;0813
2022;1;Vila Nova de Poiares;34.68;29.0;0617
2022;1;Vila Real de Santo António;63.620000000000005;28.0;0816
2022;1;Condeixa-a-Nova;131.71;74.0;0604
2022;1;Viana do Castelo;766.4200000000001;281.0;1609
2022;1;Santa Comba Dão;176.79000000000002;49.0;1814
2022;1;Figueira de Castelo Rodrigo;124.98;13.0;0904
2022;1;Pedrógão Grande;28.82;14.0;1013
2022;1;Gavião;136.11999999999998;22.0;1209
2022;1;Amadora;1206.53;37.0;1115
2022;1;Vouzela;133.77;70.0;1824
2022;1;Alijó;60.61000000000001;22.0;1701
2022;1;Alcácer do Sal;65.08;29.0;1501
2022;1;Chaves;610.45;153.0;1703
2022;1;Portimão;559.5500000000001;83.0;0811
2022;1;Redondo;29.65;9.0;0710
2022;1;Caldas da Rainha;432.91;128.0;1006
2022;1;Tabuaço;18.630000000000003;14.0;1819
2022;1;Figueiró dos Vinhos;32.03;17.0;1008
2022;1;Sabrosa;200.44;26.0;1710
2022;1;Ribeira de Pena;26.660000000000004;14.0;1709
2022;1;Lousã;166.88;49.0;0607
2022;1;Braga;2422.74;508.0;0303
2022;1;Soure;590.4300000000001;74.0;0615
2022;1;Sátão;106.25999999999999;64.0;1817
2022;1;Bragança;555.52;151.0;0402
2022;1;Porto;773.7600000000001;201.0;1312
2022;1;Mação;63.19;39.0;1413
2022;1;Felgueiras;1471.78;228.0;1303
2022;1;Montijo;646.12;98.0;1507
2022;1;Odemira;361.93999999999994;103.0;0211
2022;1;Macedo de Cavaleiros;292.59;35.0;0405
2022;1;Covilhã;1331.12;119.0;0503
2022;1;Gouveia;170.32999999999998;55.0;0906
2022;1;Santa Marta de Penaguião;29.28;9.0;1711
2022;1;Lamego;237.92;47.0;1805
2022;1;Almada;1158.6599999999999;438.0;1503
2022;1;Ponte da Barca;26.55;19.0;1606
2022;1;Olhão;278.26;91.0;0810
2022;1;Moimenta da Beira;54.11000000000001;28.0;1807
2022;1;Aguiar da Beira;91.6;14.0;0901
2022;1;Nelas;106.22;62.0;1809
2022;1;Batalha;376.3;89.0;1004
2022;1;Vila Nova da Barquinha;60.769999999999996;47.0;1420
2022;1;Crato;30.810000000000002;15.0;1206
2022;1;Cadaval;125.06;47.0;1104
2022;1;Miranda do douro;181.58999999999997;25.0;0406
2022;1;Murça;30.61;29.0;1707
2022;1;Mértola;36.53;22.0;0209
2022;1;Cantanhede;703.59;145.0;0602
2022;1;Évora;333.32000000000005;120.0;0705
2022;1;Mondim de Basto;16.549999999999997;11.0;1705
2022;1;Mesão Frio;7.75;4.0;1704
2022;2;Évora;604.56;144.0;0705
2022;2;Montijo;618.18;79.0;1507
2022;2;Ferreira do Alentejo;548.27;26.0;0208
2022;2;Azambuja;394.28000000000003;56.0;1103
2022;2;Nazaré;104.18999999999998;49.0;1011
2022;2;Paredes;1984.0299999999997;291.0;1310
2022;2;Vila Verde;1183.33;245.0;0313
2022;2;Miranda do douro;20.22;10.0;0406
2022;2;Alcochete;95.58000000000001;34.0;1502
2022;2;Barcelos;3989.76;622.0;0302
2022;2;Guarda;619.1600000000001;86.0;0907
2022;2;Oliveira de Frades;398.22;64.0;1810
2022;2;Mira;122.19;40.0;0608
2022;2;Vila Nova de Gaia;2510.4300000000003;615.0;1317
2022;2;Maia;3359.79;322.0;1306
2022;2;Marinha Grande;1711.88;189.0;1010
2022;2;Soure;1808.59;109.0;0615
2022;2;Estarreja;1911.73;75.0;0108
2022;2;Castro daire;252.56000000000003;61.0;1803
2022;2;Ílhavo;2327.7599999999998;139.0;0110
2022;2;Sátão;153.96;61.0;1817
2022;2;Penacova;326.34000000000003;131.0;0613
2022;2;Torres Vedras;1845.7999999999997;301.0;1113
2022;2;Sesimbra;569.38;294.0;1511
2022;2;Palmela;758.33;262.0;1508
2022;2;Cantanhede;1424.09;138.0;0602
2022;2;Redondo;89.71;12.0;0710
2022;2;Vidigueira;32.93;16.0;0214
2022;2;Fafe;939.84;324.0;0307
2022;2;Torres Novas;393.06999999999994;210.0;1419
2022;2;Cinfães;55.51;33.0;1804
2022;2;Pedrógão Grande;32.269999999999996;20.0;1013
2022;2;Ovar;1218.7;175.0;0115
2022;2;Gouveia;67.67;39.0;0906
2022;2;Mêda;69.57000000000001;11.0;0909
2022;2;Paredes de Coura;180.86;38.0;1605
2022;2;Oleiros;163.79000000000002;24.0;0506
2022;2;Tomar;625.68;155.0;1418
2022;2;Mealhada;416.51;85.0;0111
2022;2;Lagos;429.34;99.0;0807
2022;2;Leiria;5484.79;661.0;1009
2022;2;Valongo;1219.27;236.0;1315
2022;2;Vinhais;121.05000000000001;24.0;0412
2022;2;Arganil;96.33999999999999;51.0;0601
2022;2;Oliveira de Azeméis;2753.34;185.0;0113
2022;2;Mirandela;122.74;68.0;0407
2022;2;Óbidos;730.47;77.0;1012
2022;2;Lousã;77.28;44.0;0607
2022;2;Santa Maria da Feira;4176.799999999999;390.0;0109
2022;2;Oliveira do Bairro;2391.49;147.0;0114
2022;2;Rio Maior;583.0699999999999;73.0;1414
2022;2;Trancoso;191.81;39.0;0913
2022;2;Murça;54.64;41.0;1707
2022;2;Torre de Moncorvo;112.32;18.0;0409
2022;2;Vila de Rei;6.5;3.0;0510
2022;2;Coruche;290.76;68.0;1409
2022;2;Castro Marim;87.52000000000001;50.0;0804
2022;2;Arouca;377.34000000000003;61.0;0104
2022;2;Serpa;352.69;31.0;0213
2022;2;Ribeira de Pena;195.76999999999998;27.0;1709
2022;2;Ourique;47.11;31.0;0212
2022;2;Guimarães;5048.620000000001;727.0;0308
2022;2;Santa Comba Dão;97.32;31.0;1814
2022;2;Estremoz;67.66999999999999;23.0;0704
2022;2;Carrazeda de Ansiães;53.69;24.0;0403
2022;2;Benavente;670.48;116.0;1405
2022;2;Odemira;242.25;125.0;0211
2022;2;Amarante;523.8799999999999;205.0;1301
2022;2;Avis;10.74;8.0;1203
2022;2;Sobral de Monte Agraço;199.77999999999997;32.0;1112
2022;2;Crato;11.760000000000002;9.0;1206
2022;2;Caminha;238.47999999999996;52.0;1602
2022;2;Viseu;1466.35;437.0;1823
2022;2;Marvão;22.77;15.0;1210
2022;2;Paços de Ferreira;865.8500000000001;282.0;1309
2022;2;Sines;45.879999999999995;30.0;1513
2022;2;Baião;108.94;30.0;1302
2022;2;São João da Madeira;430.34999999999997;33.0;0116
2022;2;Albufeira;735.75;160.0;0801
2022;2;Oeiras;772.9399999999999;202.0;1110
2022;2;Arraiolos;128.76;37.0;0702
2022;2;Seia;293.42;86.0;0912
2022;2;Sabrosa;133.13;36.0;1710
2022;2;Moita;1266.63;110.0;1506
2022;2;Aguiar da Beira;251.58;19.0;0901
2022;2;Tabuaço;21.119999999999997;9.0;1819
2022;2;Condeixa-a-Nova;127.46;55.0;0604
2022;2;Olhão;461.72;102.0;0810
2022;2;Vila Viçosa;23.7;11.0;0714
2022;2;Fronteira;8.33;7.0;1208
2022;2;Mora;8.25;8.0;0707
2022;2;Sardoal;34.24;20.0;1417
2023;1;Abrantes;431.94000000000005;143.0;1401
2023;1;Salvaterra de Magos;263.7;181.0;1415
2023;1;Gondomar;722.8100000000001;433.0;1304
2023;1;Terras de Bouro;142.66;43.0;0310
2023;1;Póvoa de Lanhoso;278.73;136.0;0309
2023;1;Santo Tirso;2375.7699999999995;515.0;1314
2023;1;Moita;321.01000000000005;135.0;1506
2023;1;Tavira;305.25;106.0;0814
2023;1;Marvão;56.58;22.0;1210
2023;1;Alvaiázere;56.550000000000004;28.0;1002
2023;1;Murça;74.73;41.0;1707
2023;1;Águeda;1575.91;200.0;0101
2023;1;Sátão;160.32999999999998;42.0;1817
2023;1;Celorico de Basto;120.11999999999999;56.0;0305
2023;1;Loulé;2397.29;425.0;0808
2023;1;Fronteira;221.91;14.0;1208
2023;1;Boticas;109.78;28.0;1702
2023;1;Viseu;1664.44;510.0;1823
2023;1;Mértola;56.010000000000005;30.0;0209
2023;1;Figueiró dos Vinhos;54.019999999999996;29.0;1008
2023;1;Sernancelhe;35.9;20.0;1818
2023;1;Vila Pouca de Aguiar;173.04;73.0;1713
2023;1;Alcácer do Sal;416.76;69.0;1501
2023;1;Elvas;216.87;48.0;1207
2023;1;Albergaria-a-Velha;421.14000000000004;79.0;0102
2023;1;Santa Maria da Feira;3040.7300000000005;446.0;0109
2023;1;Vendas Novas;103.41;31.0;0712
2023;1;Figueira de Castelo Rodrigo;67.32;20.0;0904
2023;1;Castro Verde;81.22;39.0;0206
2023;1;Alijó;217.15;64.0;1701
2023;1;Vila Flor;99.50999999999999;31.0;0410
2023;1;Soure;164.28;73.0;0615
2023;1;Peniche;154.31;76.0;1014
2023;1;Vila Verde;734.21;336.0;0313
2023;1;Benavente;550.48;131.0;1405
2023;1;Cascais;1817.7399999999998;712.0;1105
2023;1;Aljustrel;239.37;54.0;0201
2023;1;Mação;122.05999999999999;35.0;1413
2023;1;Sabugal;167.53;50.0;0911
2023;1;Esposende;413.03;224.0;0306
2023;1;Viana do Castelo;1102.07;488.0;1609
2023;1;Maia;1793.6299999999999;359.0;1306
2023;1;Arouca;199.57;103.0;0104
2023;1;Vila Real de Santo António;163.32;38.0;0816
2023;1;Porto;820.1299999999999;235.0;1312
2023;1;Albufeira;671.69;250.0;0801
2023;1;Chaves;430.5999999999999;214.0;1703
2023;1;Aveiro;994.48;251.0;0105
2023;1;Alpiarça;65.56;43.0;1404
2023;1;Condeixa-a-Nova;218.14;82.0;0604
2023;1;Lourinhã;514.1700000000001;186.0;1108
2023;1;Anadia;384.03;118.0;0103
2023;1;Bombarral;611.73;84.0;1005
2023;1;Cabeceiras de Basto;188.43999999999997;48.0;0304
2023;1;Santarém;2094.0099999999998;334.0;1416
2023;1;Miranda do douro;200.19;26.0;0406
2023;1;Entroncamento;94.06;67.0;1410
2023;1;Leiria;4042.3999999999996;774.0;1009
2023;1;Faro;732.93;261.0;0805
2023;1;Vila Nova de Cerveira;125.36000000000001;57.0;1610
2023;1;Porto de Mós;384.06999999999994;100.0;1016
2023;1;Mafra;1382.3;520.0;1109
2023;1;Barreiro;154.57999999999998;88.0;1504
2023;1;Pinhel;153.43;31.0;0910
2023;1;Aljezur;206.15;44.0;0803
2023;1;Gouveia;97.95;43.0;0906
2023;1;Lagos;1046.21;186.0;0807
2023;1;Torre de Moncorvo;80.75999999999998;21.0;0409
2023;1;Sines;297.85;39.0;1513
2023;1;Braga;2600.7200000000003;976.0;0303
2023;1;Monchique;101.5;23.0;0809
2023;1;Almeida;315.27000000000004;55.0;0902
2023;1;Cinfães;101.66;48.0;1804
2023;1;Castelo Branco;1001.3000000000001;278.0;0502
2023;1;Évora;566.15;186.0;0705
2023;1;Vouzela;275.02;90.0;1824
2023;1;Mirandela;219.61;103.0;0407
2023;1;Sardoal;40.05;18.0;1417
2023;1;Penamacor;135.23;24.0;0507
2023;1;Oliveira de Azeméis;1385.45;234.0;0113
2023;1;Alcochete;388.94;62.0;1502
2023;1;Proença-a-Nova;131.34;57.0;0508
2023;1;Mangualde;297.21;93.0;1806
2023;1;Mesão Frio;5.8100000000000005;10.0;1704
2023;1;Viana do Alentejo;69.78999999999999;25.0;0713
2023;1;Ferreira do Zêzere;127.3;31.0;1411
2023;1;Fafe;544.77;210.0;0307
2023;1;Ílhavo;622.1000000000001;179.0;0110
2023;1;Almodôvar;72.58;20.0;0202
2023;1;Ovar;673.09;281.0;0115
2023;1;Sousel;35.37;16.0;1215
2023;1;Peso da Régua;88.72;31.0;1708
2023;1;Manteigas;3.3;2.0;0908
2023;2;Vila Velha de Ródão;29.75;16.0;0511
2023;2;Peso da Régua;19.630000000000003;17.0;1708
2023;2;Aljezur;60.31;23.0;0803
2023;2;Penamacor;149.79;13.0;0507
2023;2;Cinfães;64.96000000000001;18.0;1804
2023;2;Pedrógão Grande;13.56;7.0;1013
2023;2;Estremoz;64.62;15.0;0704
2023;2;Baião;64.68;26.0;1302
2023;2;Nazaré;159.72000000000003;21.0;1011
2023;2;Ribeira de Pena;28.57;8.0;1709
2023;2;Sernancelhe;58.58;11.0;1818
2023;2;Vinhais;48.58;15.0;0412
2023;2;Figueira de Castelo Rodrigo;41.2;15.0;0904
2023;2;Armamar;96.02;12.0;1801
2023;2;Coruche;343.86000000000007;26.0;1409
2023;2;Proença-a-Nova;50.129999999999995;27.0;0508
2023;2;Penacova;52.09;24.0;0613
2023;2;Viana do Alentejo;48.089999999999996;14.0;0713
2023;2;Lousã;50.410000000000004;24.0;0607
2023;2;Penela;46.629999999999995;22.0;0614
2023;2;Celorico da Beira;23.2;16.0;0903
2023;2;Penafiel;572.1700000000001;171.0;1311
2023;2;Amarante;252.31999999999996;128.0;1301
2023;2;Sardoal;23.450000000000003;12.0;1417
2023;2;Mangualde;96.46000000000001;39.0;1806
2023;2;Ferreira do Zêzere;44.150000000000006;20.0;1411
2023;2;Nisa;55.730000000000004;14.0;1212
2023;2;Covilhã;1317.9299999999998;75.0;0503
2023;2;Idanha-a-Nova;74.75999999999999;17.0;0505
2023;2;Vale de Cambra;273.98;48.0;0119
2023;2;Castro Marim;37.769999999999996;13.0;0804
2023;2;Sabugal;69.39;20.0;0911
2023;2;Arganil;211.52;42.0;0601
2023;2;Caldas da Rainha;420.84000000000003;98.0;1006
2023;2;Seia;65.97;32.0;0912
2023;2;Elvas;98.3;24.0;1207
2023;2;Vagos;401.21;39.0;0118
2023;2;Estarreja;160.82999999999998;62.0;0108
2023;2;Fafe;444.54999999999995;176.0;0307
2023;2;Vidigueira;81.6;9.0;0214
2023;2;Montijo;189.26;47.0;1507
2023;2;Alcanena;98.31;30.0;1402
2023;2;São Pedro do Sul;136.39999999999998;53.0;1816
2023;2;Lagoa;394.02;67.0;0806
2023;2;Entroncamento;62.459999999999994;37.0;1410
2023;2;Portel;19.19;10.0;0709
2023;2;Ponte de Sor;109.65;24.0;1213
2023;2;Peniche;228.22000000000003;31.0;1014
2023;2;Ferreira do Alentejo;130.66;12.0;0208
2023;2;Pinhel;72.39;18.0;0910
2023;2;Avis;60.0;7.0;1203
2023;2;Gavião;17.12;12.0;1209
2023;2;Arcos de Valdevez;104.54;41.0;1601
2023;2;Tondela;196.71;62.0;1821
2023;2;Vila Nova de Cerveira;211.2;30.0;1610
2023;2;Ansião;982.8199999999999;24.0;1003
2023;2;Tavira;256.85;65.0;0814
2023;2;Alvaiázere;63.35999999999999;24.0;1002
2023;2;Vila Viçosa;26.189999999999998;8.0;0714
2023;2;Loures;667.3499999999999;132.0;1107
2023;2;Oleiros;25.500000000000004;11.0;0506
2023;2;Bombarral;71.49000000000001;24.0;1005
2023;2;Torres Novas;681.1299999999999;98.0;1419
2023;2;Aguiar da Beira;109.83000000000001;13.0;0901
2023;2;Santo Tirso;461.52;100.0;1314
2023;2;Silves;276.31000000000006;85.0;0813
2023;2;Celorico de Basto;173.57999999999998;89.0;0305
2023;2;Penalva do Castelo;51.449999999999996;20.0;1811
2023;2;Vila do Bispo;198.69;20.0;0815
2023;2;Resende;77.36000000000001;28.0;1813
2023;2;Lousada;252.14;65.0;1305
2023;2;Tábua;1637.79;26.0;0616
2023;2;Arronches;18.439999999999998;6.0;1202
2023;2;Grândola;83.14;24.0;1505
2023;2;Anadia;233.52;84.0;0103
2023;2;Rio Maior;119.85;49.0;1414
2023;2;Castelo de Paiva;85.83;32.0;0106
2023;2;Torre de Moncorvo;30.46;12.0;0409
2023;2;São João da Madeira;297.46000000000004;11.0;0116
2023;2;Viana do Castelo;887.06;199.0;1609
2023;2;Boticas;13.64;5.0;1702
2023;2;Ponte de Lima;321.59;107.0;1607
2023;2;Seixal;1221.78;217.0;1510
2023;2;Vila Nova de Famalicão;1438.64;224.0;0312
2023;2;Lisboa;964.07;71.0;1106
2023;2;Vila Nova de Foz Côa;153.25;10.0;0914
2023;2;Monchique;17.58;4.0;0809
2023;2;Manteigas;4.62;2.0;0908
2023;2;Castanheira de Pêra;10.74;4.0;1007
2023;2;Monforte;0.25;3.0;1211
2024;1;Vila Nova de Foz Côa;55.56999999999999;19.0;0914
2024;1;Espinho;131.35000000000002;35.0;0107
2024;1;Fundão;512.53;89.0;0504
2024;1;Vendas Novas;303.52;70.0;0712
2024;1;Tabuaço;44.0;20.0;1819
2024;1;Alvito;74.6;10.0;0203
2024;1;Ferreira do Alentejo;230.54000000000002;29.0;0208
2024;1;Torre de Moncorvo;82.13;21.0;0409
2024;1;Santo Tirso;2024.1999999999998;192.0;1314
2024;1;Manteigas;2.28;4.0;0908
2024;1;Vila Nova da Barquinha;53.7;36.0;1420
2024;1;Azambuja;922.0400000000001;62.0;1103
2024;1;Seia;176.68;65.0;0912
2024;1;Paços de Ferreira;1524.04;147.0;1309
2024;1;Torres Vedras;2116.37;261.0;1113
2024;1;Marco de Canaveses;859.6300000000001;191.0;1307
2024;1;Santa Marta de Penaguião;40.339999999999996;25.0;1711
2024;1;Castelo de Paiva;155.01;74.0;0106
2024;1;Oleiros;57.92;17.0;0506
2024;1;Nisa;115.73;23.0;1212
2024;1;Mondim de Basto;76.89;28.0;1705
2024;1;Alfândega da Fé;29.07;16.0;0401
2024;1;Montemor-o-Velho;555.1499999999999;65.0;0610
2024;1;Vinhais;70.4;23.0;0412
2024;1;Mora;170.96;41.0;0707
2024;1;Aljustrel;154.85;27.0;0201
2024;1;Porto;1885.4500000000003;230.0;1312
2024;1;Faro;939.6499999999999;155.0;0805
2024;1;Águeda;1770.38;153.0;0101
2024;1;Tavira;407.86;84.0;0814
2024;1;Proença-a-Nova;178.24;35.0;0508
2024;1;Condeixa-a-Nova;359.92;36.0;0604
2024;1;Monforte;22.25;6.0;1211
2024;1;Almada;914.5800000000002;310.0;1503
2024;1;Aveiro;2234.22;225.0;0105
2024;1;Tarouca;67.91999999999999;23.0;1820
2024;1;Porto de Mós;524.5699999999999;84.0;1016
2024;1;Bombarral;136.0;49.0;1005
2024;1;Borba;113.03999999999999;22.0;0703
2024;1;São Pedro do Sul;211.83999999999997;107.0;1816
2024;1;Cantanhede;746.14;122.0;0602
2024;1;Oeiras;2470.8199999999997;169.0;1110
2024;1;Castelo de Vide;35.260000000000005;10.0;1205
2024;1;Valpaços;279.64;77.0;1712
2024;1;Sever do Vouga;277.40999999999997;59.0;0117
2024;1;Trancoso;129.05;32.0;0913
2024;1;Vila do Conde;3089.83;224.0;1316
2024;1;Cabeceiras de Basto;118.10000000000002;52.0;0304
2024;1;Melgaço;128.04999999999998;20.0;1603
2024;1;Vila Pouca de Aguiar;284.46999999999997;62.0;1713
2024;1;Gondomar;939.4000000000001;199.0;1304
2024;1;Lousã;1075.3200000000002;40.0;0607
2024;1;Mealhada;214.17000000000002;46.0;0111
2024;1;Almeirim;464.04;97.0;1403
2024;1;Montijo;958.8399999999999;106.0;1507
2024;1;Covilhã;561.46;133.0;0503
2024;1;Peso da Régua;173.66;46.0;1708
2024;1;Murtosa;141.17;28.0;0112
2024;1;Caldas da Rainha;1742.3600000000001;249.0;1006
2024;1;Viana do Alentejo;471.99;39.0;0713
2024;1;Albufeira;1163.8500000000001;158.0;0801
2024;1;Monchique;69.85000000000001;14.0;0809
2024;1;Alcácer do Sal;781.4300000000001;67.0;1501
2024;1;Góis;42.14;23.0;0606
2024;1;Albergaria-a-Velha;1313.35;96.0;0102
2024;1;Oliveira do Bairro;1179.77;109.0;0114
2024;1;Boticas;42.25;19.0;1702
2024;1;Vila de Rei;452.74;15.0;0510
2024;1;Figueira da Foz;1000.0;154.0;0605
2024;1;Ferreira do Zêzere;101.07999999999998;39.0;1411
2024;1;Póvoa de Lanhoso;440.53;87.0;0309
2024;1;Golegã;47.53;22.0;1412
2024;1;Vila Viçosa;85.5;24.0;0714
2024;1;Chamusca;209.98;39.0;1407
2024;1;Vila Nova de Gaia;2831.41;412.0;1317
2024;1;Amares;402.61;101.0;0301
2024;1;Alcanena;397.89;54.0;1402
2024;1;Mafra;1333.6900000000003;272.0;1109
2024;1;Cinfães;76.93;43.0;1804
2024;1;Vizela;546.26;89.0;0314
2024;1;Gouveia;342.61;30.0;0906
2024;1;Alvaiázere;107.28;22.0;1002
2024;1;Penela;62.669999999999995;16.0;0614
2024;1;Sintra;4761.46;452.0;1111
2024;1;Castro Verde;128.83;34.0;0206
2024;1;Pedrógão Grande;22.120000000000005;14.0;1013
2024;1;Celorico da Beira;96.64;23.0;0903
2024;1;Murça;49.91;38.0;1707
2024;1;Idanha-a-Nova;552.6999999999999;51.0;0505
2024;1;Pombal;1791.1100000000001;223.0;1015
2024;1;Mêda;65.98000000000002;25.0;0909
2024;1;Arraiolos;375.60999999999996;57.0;0702
2024;1;Esposende;283.16999999999996;89.0;0306
2024;1;Aguiar da Beira;263.99;37.0;0901
2024;1;Vila Nova de Paiva;114.5;17.0;1822
2024;1;Caminha;241.44;63.0;1602
2024;1;Monção;455.34000000000003;63.0;1604
2024;1;Mortágua;1017.0200000000001;45.0;1808
2024;1;Barrancos;1.08;1.0;0204
2024;1;Almodôvar;121.60999999999999;19.0;0202
2024;2;Oeiras;3657.27;131.0;1110
2024;2;Barcelos;2032.7999999999997;274.0;0302
2024;2;Figueiró dos Vinhos;155.96;21.0;1008
2024;2;Caminha;118.57000000000001;43.0;1602
2024;2;Montalegre;85.29;40.0;1706
2024;2;Porto;1350.28;147.0;1312
2024;2;Arraiolos;255.5;43.0;0702
2024;2;Santa Marta de Penaguião;41.56;13.0;1711
2024;2;Miranda do douro;34.54;13.0;0406
2024;2;Alcácer do Sal;125.0;35.0;1501
2024;2;Vouzela;229.45999999999998;51.0;1824
2024;2;Cartaxo;572.99;63.0;1406
2024;2;Elvas;569.9000000000001;30.0;1207
2024;2;Palmela;1379.8700000000001;221.0;1508
2024;2;Oliveira de Frades;319.23;28.0;1810
2024;2;Penacova;167.74999999999997;31.0;0613
2024;2;Arganil;500.25;45.0;0601
2024;2;Albufeira;1117.4499999999998;143.0;0801
2024;2;Vagos;143.1;54.0;0118
2024;2;Azambuja;1967.17;53.0;1103
2024;2;Bragança;448.23;95.0;0402
2024;2;Tabuaço;34.05;7.0;1819
2024;2;Santiago do Cacém;386.66;72.0;1509
2024;2;Benavente;1241.7299999999998;83.0;1405
2024;2;Ourém;557.8899999999999;120.0;1421
2024;2;Pombal;1041.43;219.0;1015
2024;2;Sabugal;65.24000000000001;28.0;0911
2024;2;Tomar;709.3599999999999;99.0;1418
2024;2;Campo Maior;197.12;16.0;1204
2024;2;Alenquer;359.63;64.0;1101
2024;2;Silves;803.6700000000001;96.0;0813
2024;2;São João da Pesqueira;115.5;14.0;1815
2024;2;Porto de Mós;563.44;62.0;1016
2024;2;Vila Verde;587.48;142.0;0313
2024;2;Vila Nova de Poiares;115.07000000000001;32.0;0617
2024;2;Arcos de Valdevez;121.28000000000002;41.0;1601
2024;2;Constância;57.400000000000006;16.0;1408
2024;2;Celorico de Basto;386.77000000000004;45.0;0305
2024;2;Nazaré;130.95;37.0;1011
2024;2;Mação;322.05999999999995;21.0;1413
2024;2;Felgueiras;1017.6400000000001;103.0;1303
2024;2;Mêda;34.8;10.0;0909
2024;2;Mafra;1498.1899999999998;192.0;1109
2024;2;Monforte;197.48000000000002;9.0;1211
2024;2;Amares;275.71999999999997;56.0;0301
2024;2;Coruche;1008.6600000000001;71.0;1409
2024;2;Entroncamento;232.64;22.0;1410
2024;2;Macedo de Cavaleiros;82.25999999999999;36.0;0405
2024;2;Salvaterra de Magos;724.62;109.0;1415
2024;2;Vale de Cambra;438.09999999999997;62.0;0119
2024;2;Mogadouro;122.24000000000001;23.0;0408
2024;2;Portel;20.64;12.0;0709
2024;2;Miranda do Corvo;78.81;44.0;0609
2024;2;Vila Real;479.05;128.0;1714
2024;2;Reguengos de Monsaraz;434.78999999999996;32.0;0711
2024;2;Vila Nova de Paiva;139.8;17.0;1822
2024;2;Santa Maria da Feira;4806.0599999999995;236.0;0109
2024;2;Manteigas;2.48;4.0;0908
2024;2;Tarouca;87.36;17.0;1820
2024;2;Fornos de Algodres;48.739999999999995;12.0;0905
2024;2;Póvoa de Lanhoso;307.23;90.0;0309
2024;2;Ansião;67.64;25.0;1003
2024;2;Alpiarça;170.38;38.0;1404
